leaderboard_id,exact_match_train_count,template_match_train_count,near_duplicate_train_count,exact_match_train_ids,template_match_train_ids,near_duplicate_train_ids
val-000972,0,0,0,,,
val-000973,0,0,0,,,
val-000974,0,0,0,,,
val-000975,0,0,0,,,
val-000976,0,0,0,,,
val-000977,0,0,0,,,
val-000978,0,0,0,,,
val-000979,0,0,0,,,
val-000980,0,0,0,,,
val-000981,0,0,0,,,
val-000982,0,0,0,,,
val-000983,0,0,0,,,
val-000984,0,0,0,,,
val-000985,0,0,0,,,
val-000986,0,0,0,,,
val-000987,0,0,0,,,
val-000988,0,0,0,,,
val-000989,0,0,0,,,
val-000990,0,0,0,,,
val-000991,0,0,0,,,
val-000992,0,0,0,,,
val-000993,0,0,0,,,
val-000994,0,0,0,,,
val-000995,0,0,0,,,
val-000996,0,0,0,,,
val-000997,0,0,0,,,
val-000998,0,0,0,,,
val-000999,0,0,0,,,
