id,decision,included,primary_exclusion_reason,exclusion_reasons,answer,answer_is_canonical,random_validation,template_validation,hard_diagnostic,format_diagnostic,phase1_protected,phase2_quality_exclusion,phase2_quality_category,final_sft_protected,strict_phase2_eligible,output_row_number
train-002767,include,True,,,5855,True,False,False,False,False,False,False,,False,True,2045
train-002768,include,True,,,338,True,False,False,False,False,False,False,,False,True,2046
train-002769,include,True,,,6,True,False,False,False,False,False,False,,False,True,2047
train-002770,include,True,,,4,True,False,False,False,False,False,False,,False,True,2048
train-002771,include,True,,,79,True,False,False,False,False,False,False,,False,True,2049
train-002772,exclude,False,random_validation,random_validation,542,True,True,False,False,False,True,False,,False,False,
train-002773,include,True,,,50,True,False,False,False,False,False,False,,False,False,2050
train-002774,include,True,,,16,True,False,False,False,False,False,False,,False,True,2051
train-002775,exclude,False,random_validation,random_validation,4368,True,True,False,False,False,True,False,,False,False,
train-002776,include,True,,,1,True,False,False,False,False,False,False,,False,True,2052
train-002777,include,True,,,1056,True,False,False,False,False,False,False,,False,False,2053
train-002778,exclude,False,random_validation,random_validation,15,True,True,False,False,False,True,False,,False,False,
train-002779,include,True,,,3,True,False,False,False,False,False,False,,False,True,2054
train-002780,include,True,,,18,True,False,False,False,False,False,False,,False,True,2055
train-002781,exclude,False,template_validation,template_validation,9,True,False,True,False,False,True,False,,False,False,
train-002782,include,True,,,504,True,False,False,False,False,False,False,,False,True,2056
train-002783,include,True,,,59,True,False,False,False,False,False,False,,False,True,2057
train-002784,include,True,,,5,True,False,False,False,False,False,False,,False,True,2058
train-002785,include,True,,,1200,True,False,False,False,False,False,False,,False,True,2059
train-002786,include,True,,,75,True,False,False,False,False,False,False,,False,True,2060
train-002787,include,True,,,26,True,False,False,False,False,False,False,,False,True,2061
train-002788,include,True,,,20,True,False,False,False,False,False,False,,False,True,2062
train-002789,include,True,,,0,True,False,False,False,False,False,False,,False,False,2063
train-002790,include,True,,,150,True,False,False,False,False,False,False,,False,True,2064
train-002791,include,True,,,24,True,False,False,False,False,False,False,,False,True,2065
train-002792,include,True,,,5,True,False,False,False,False,False,False,,False,True,2066
train-002793,include,True,,,24,True,False,False,False,False,False,False,,False,True,2067
train-002794,exclude,False,template_validation,template_validation|format_diagnostic,-2,True,False,True,False,True,True,False,,False,False,
train-002795,include,True,,,5,True,False,False,False,False,False,False,,False,True,2068
train-002796,include,True,,,2873,True,False,False,False,False,False,False,,False,True,2069
train-002797,include,True,,,75,True,False,False,False,False,False,False,,False,True,2070
train-002798,include,True,,,300,True,False,False,False,False,False,False,,False,True,2071
train-002799,include,True,,,2,True,False,False,False,False,False,False,,False,True,2072
train-002800,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-002801,exclude,False,template_validation,template_validation,2,True,False,True,False,False,True,False,,False,False,
train-002802,include,True,,,18,True,False,False,False,False,False,False,,False,True,2073
train-002803,exclude,False,template_validation,template_validation,7,True,False,True,False,False,True,False,,False,False,
train-002804,include,True,,,10,True,False,False,False,False,False,False,,False,True,2074
train-002805,exclude,False,template_validation,template_validation,70,True,False,True,False,False,True,False,,False,False,
train-002806,exclude,False,random_validation,random_validation|template_validation,3,True,True,True,False,False,True,False,,False,False,
train-002807,include,True,,,22,True,False,False,False,False,False,False,,False,True,2075
train-002808,exclude,False,random_validation,random_validation|template_validation,20,True,True,True,False,False,True,False,,False,False,
train-002809,include,True,,,158,True,False,False,False,False,False,False,,False,True,2076
train-002810,include,True,,,80,True,False,False,False,False,False,False,,False,True,2077
train-002811,include,True,,,18,True,False,False,False,False,False,False,,False,True,2078
train-002812,exclude,False,template_validation,template_validation,18,True,False,True,False,False,True,False,,False,False,
train-002813,exclude,False,random_validation,random_validation,138,True,True,False,False,False,True,False,,False,False,
train-002814,include,True,,,120,True,False,False,False,False,False,False,,False,True,2079
train-002815,include,True,,,900,True,False,False,False,False,False,False,,False,True,2080
train-002816,include,True,,,10,True,False,False,False,False,False,False,,False,True,2081
train-002817,include,True,,,1,True,False,False,False,False,False,False,,False,True,2082
train-002818,exclude,False,random_validation,random_validation,300,True,True,False,False,False,True,False,,False,False,
train-002819,exclude,False,template_validation,template_validation,3,True,False,True,False,False,True,False,,False,False,
train-002820,exclude,False,random_validation,random_validation,1,True,True,False,False,False,True,False,,False,False,
train-002821,exclude,False,random_validation,random_validation,90083,True,True,False,False,False,True,False,,False,False,
train-002822,include,True,,,3,True,False,False,False,False,False,False,,False,True,2083
train-002823,include,True,,,4,True,False,False,False,False,False,False,,False,True,2084
train-002824,exclude,False,template_validation,template_validation|format_diagnostic,0,True,False,True,False,True,True,False,,False,False,
train-002825,include,True,,,9,True,False,False,False,False,False,False,,False,True,2085
train-002827,include,True,,,198,True,False,False,False,False,False,False,,False,True,2086
train-002828,include,True,,,13,True,False,False,False,False,False,False,,False,True,2087
train-002829,include,True,,,100,True,False,False,False,False,False,False,,False,True,2088
train-002830,include,True,,,93,True,False,False,False,False,False,False,,False,True,2089
train-002831,include,True,,,32,True,False,False,False,False,False,False,,False,True,2090
train-002832,include,True,,,25,True,False,False,False,False,False,False,,False,True,2091
train-002833,include,True,,,12,True,False,False,False,False,False,False,,False,True,2092
train-002834,include,True,,,320,True,False,False,False,False,False,False,,False,True,2093
train-002835,include,True,,,510,True,False,False,False,False,False,False,,False,True,2094
train-002836,include,True,,,51,True,False,False,False,False,False,False,,False,True,2095
train-002837,include,True,,,-25,True,False,False,False,False,False,False,,False,True,2096
train-002838,include,True,,,23,True,False,False,False,False,False,False,,False,True,2097
train-002839,include,True,,,11,True,False,False,False,False,False,False,,False,True,2098
train-002840,include,True,,,-18,True,False,False,False,False,False,False,,False,False,2099
train-002841,include,True,,,80,True,False,False,False,False,False,False,,False,True,2100
train-002842,include,True,,,21,True,False,False,False,False,False,False,,False,True,2101
train-002843,include,True,,,3822,True,False,False,False,False,False,False,,False,True,2102
train-002844,include,True,,,-1,True,False,False,False,False,False,False,,False,True,2103
train-002845,include,True,,,22,True,False,False,False,False,False,False,,False,True,2104
train-002846,include,True,,,121,True,False,False,False,False,False,False,,False,True,2105
train-002848,include,True,,,6,True,False,False,False,False,False,False,,False,True,2106
train-002849,include,True,,,500,True,False,False,False,False,False,False,,False,True,2107
train-002850,include,True,,,2,True,False,False,False,False,False,False,,False,True,2108
train-002851,include,True,,,216,True,False,False,False,False,False,False,,False,True,2109
train-002852,include,True,,,1,True,False,False,False,False,False,False,,False,True,2110
train-002853,exclude,False,template_validation,template_validation,29,True,False,True,False,False,True,False,,False,False,
train-002854,exclude,False,random_validation,random_validation,79,True,True,False,False,False,True,False,,False,False,
train-002855,include,True,,,8,True,False,False,False,False,False,False,,False,True,2111
train-002856,exclude,False,template_validation,template_validation,1,True,False,True,False,False,True,False,,False,False,
train-002857,include,True,,,2010,True,False,False,False,False,False,False,,False,True,2112
train-002858,include,True,,,266,True,False,False,False,False,False,False,,False,True,2113
train-002859,include,True,,,280,True,False,False,False,False,False,False,,False,True,2114
train-002860,include,True,,,39,True,False,False,False,False,False,False,,False,True,2115
train-002861,include,True,,,60,True,False,False,False,False,False,False,,False,True,2116
train-002862,include,True,,,70,True,False,False,False,False,False,False,,False,True,2117
train-002863,include,True,,,-50,True,False,False,False,False,False,False,,False,False,2118
train-002864,include,True,,,37,True,False,False,False,False,False,False,,False,True,2119
train-002865,include,True,,,132,True,False,False,False,False,False,False,,False,True,2120
train-002867,include,True,,,24,True,False,False,False,False,False,False,,False,True,2121
train-002868,include,True,,,396,True,False,False,False,False,False,False,,False,True,2122
train-002869,include,True,,,110,True,False,False,False,False,False,False,,False,True,2123
train-002870,include,True,,,60,True,False,False,False,False,False,False,,False,True,2124
train-002871,exclude,False,template_validation,template_validation,3,True,False,True,False,False,True,False,,False,False,
train-002873,exclude,False,random_validation,random_validation,4,True,True,False,False,False,True,False,,False,False,
train-002874,exclude,False,template_validation,template_validation,2,True,False,True,False,False,True,False,,False,False,
train-002875,include,True,,,50,True,False,False,False,False,False,False,,False,True,2125
train-002876,include,True,,,63,True,False,False,False,False,False,False,,False,True,2126
train-002877,include,True,,,39,True,False,False,False,False,False,False,,False,True,2127
train-002878,include,True,,,45,True,False,False,False,False,False,False,,False,True,2128
train-002879,include,True,,,0,True,False,False,False,False,False,False,,False,False,2129
train-002880,exclude,False,template_validation,template_validation,9,True,False,True,False,False,True,False,,False,False,
train-002881,include,True,,,2,True,False,False,False,False,False,False,,False,False,2130
train-002882,include,True,,,162,True,False,False,False,False,False,False,,False,True,2131
train-002883,include,True,,,10,True,False,False,False,False,False,False,,False,False,2132
train-002884,exclude,False,template_validation,template_validation,1,True,False,True,False,False,True,False,,False,False,
train-002885,include,True,,,6,True,False,False,False,False,False,False,,False,True,2133
train-002886,include,True,,,1,True,False,False,False,False,False,False,,False,True,2134
train-002887,exclude,False,template_validation,template_validation,6,True,False,True,False,False,True,False,,False,False,
train-002888,include,True,,,3,True,False,False,False,False,False,False,,False,True,2135
train-002889,exclude,False,random_validation,random_validation,120,True,True,False,False,False,True,False,,False,False,
train-002891,include,True,,,5,True,False,False,False,False,False,False,,False,True,2136
train-002892,include,True,,,1,True,False,False,False,False,False,False,,False,True,2137
train-002893,exclude,False,template_validation,template_validation,115440,True,False,True,False,False,True,False,,False,False,
train-002894,exclude,False,template_validation,template_validation,20,True,False,True,False,False,True,False,,False,False,
train-002895,exclude,False,template_validation,template_validation,7,True,False,True,False,False,True,False,,False,False,
train-002896,include,True,,,25,True,False,False,False,False,False,False,,False,True,2138
train-002897,exclude,False,template_validation,template_validation|hard_diagnostic,14,True,False,True,True,False,True,False,,False,False,
train-002898,include,True,,,37,True,False,False,False,False,False,False,,False,True,2139
train-002899,include,True,,,50,True,False,False,False,False,False,False,,False,True,2140
train-002900,exclude,False,random_validation,random_validation,252,True,True,False,False,False,True,False,,False,False,
train-002901,include,True,,,5,True,False,False,False,False,False,False,,False,True,2141
train-002902,include,True,,,5,True,False,False,False,False,False,False,,False,True,2142
train-002903,include,True,,,79,True,False,False,False,False,False,False,,False,True,2143
train-002904,exclude,False,format_diagnostic,format_diagnostic,598,True,False,False,False,True,True,False,,False,False,
train-002905,include,True,,,13,True,False,False,False,False,False,False,,False,True,2144
train-002906,include,True,,,60,True,False,False,False,False,False,False,,False,False,2145
train-002907,include,True,,,78,True,False,False,False,False,False,False,,False,True,2146
train-002908,include,True,,,12,True,False,False,False,False,False,False,,False,True,2147
train-002909,exclude,False,template_validation,template_validation,38,True,False,True,False,False,True,False,,False,False,
train-002910,exclude,False,random_validation,random_validation,1,True,True,False,False,False,True,False,,False,False,
train-002911,include,True,,,45,True,False,False,False,False,False,False,,False,True,2148
train-002912,include,True,,,24,True,False,False,False,False,False,False,,False,True,2149
train-002913,include,True,,,60,True,False,False,False,False,False,False,,False,True,2150
train-002914,include,True,,,38,True,False,False,False,False,False,False,,False,True,2151
train-002915,exclude,False,template_validation,template_validation,3,True,False,True,False,False,True,False,,False,False,
train-002916,include,True,,,28,True,False,False,False,False,False,False,,False,True,2152
train-002917,include,True,,,160,True,False,False,False,False,False,False,,False,True,2153
train-002918,include,True,,,285,True,False,False,False,False,False,False,,False,True,2154
train-002919,include,True,,,6,True,False,False,False,False,False,False,,False,True,2155
train-002920,include,True,,,14,True,False,False,False,False,False,False,,False,True,2156
train-002921,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-002922,include,True,,,800,True,False,False,False,False,False,False,,False,True,2157
train-002923,include,True,,,1402,True,False,False,False,False,False,False,,False,True,2158
train-002924,include,True,,,3,True,False,False,False,False,False,False,,False,True,2159
train-002925,include,True,,,30,True,False,False,False,False,False,False,,False,True,2160
train-002926,exclude,False,template_validation,template_validation,144,True,False,True,False,False,True,False,,False,False,
train-002927,include,True,,,4,True,False,False,False,False,False,False,,False,True,2161
train-002928,include,True,,,9,True,False,False,False,False,False,False,,False,True,2162
train-002929,include,True,,,157,True,False,False,False,False,False,False,,False,True,2163
train-002930,include,True,,,3,True,False,False,False,False,False,False,,False,True,2164
train-002931,include,True,,,24,True,False,False,False,False,False,False,,False,True,2165
train-002932,include,True,,,18,True,False,False,False,False,False,False,,False,True,2166
train-002933,include,True,,,2,True,False,False,False,False,False,False,,False,True,2167
train-002934,include,True,,,64,True,False,False,False,False,False,False,,False,True,2168
train-002935,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-002936,include,True,,,125,True,False,False,False,False,False,False,,False,True,2169
train-002937,include,True,,,220,True,False,False,False,False,False,False,,False,True,2170
train-002939,include,True,,,13,True,False,False,False,False,False,False,,False,True,2171
train-002940,include,True,,,3,True,False,False,False,False,False,False,,False,True,2172
train-002941,include,True,,,22000,True,False,False,False,False,False,False,,False,True,2173
train-002942,exclude,False,template_validation,template_validation,6,True,False,True,False,False,True,False,,False,False,
train-002943,include,True,,,2,True,False,False,False,False,False,False,,False,True,2174
train-002944,include,True,,,905,True,False,False,False,False,False,False,,False,True,2175
train-002945,exclude,False,random_validation,random_validation,3,True,True,False,False,False,True,False,,False,False,
train-002946,include,True,,,110,True,False,False,False,False,False,False,,False,True,2176
train-002947,include,True,,,6,True,False,False,False,False,False,False,,False,True,2177
train-002948,include,True,,,490,True,False,False,False,False,False,False,,False,True,2178
train-002949,include,True,,,8,True,False,False,False,False,False,False,,False,False,2179
train-002950,include,True,,,20,True,False,False,False,False,False,False,,False,True,2180
train-002951,include,True,,,19,True,False,False,False,False,False,False,,False,True,2181
train-002952,include,True,,,167,True,False,False,False,False,False,False,,False,True,2182
train-002953,include,True,,,14,True,False,False,False,False,False,False,,False,True,2183
train-002954,include,True,,,15,True,False,False,False,False,False,False,,False,True,2184
train-002955,include,True,,,50,True,False,False,False,False,False,False,,False,True,2185
train-002956,include,True,,,7,True,False,False,False,False,False,False,,False,True,2186
train-002957,include,True,,,315,True,False,False,False,False,False,False,,False,True,2187
train-002958,include,True,,,8,True,False,False,False,False,False,False,,False,True,2188
train-002959,exclude,False,random_validation,random_validation,4,True,True,False,False,False,True,False,,False,False,
train-002960,include,True,,,321,True,False,False,False,False,False,False,,False,True,2189
train-002961,exclude,False,hard_diagnostic,hard_diagnostic,11200,True,False,False,True,False,True,False,,False,False,
train-002962,include,True,,,9,True,False,False,False,False,False,False,,False,True,2190
train-002963,include,True,,,1,True,False,False,False,False,False,False,,False,True,2191
train-002964,include,True,,,6,True,False,False,False,False,False,False,,False,True,2192
train-002965,exclude,False,template_validation,template_validation,2,True,False,True,False,False,True,False,,False,False,
train-002966,exclude,False,template_validation,template_validation,26,True,False,True,False,False,True,False,,False,False,
train-002967,include,True,,,1100,True,False,False,False,False,False,False,,False,False,2193
train-002969,include,True,,,10,True,False,False,False,False,False,False,,False,True,2194
train-002970,include,True,,,41,True,False,False,False,False,False,False,,False,True,2195
train-002971,include,True,,,23,True,False,False,False,False,False,False,,False,True,2196
train-002972,include,True,,,6,True,False,False,False,False,False,False,,False,True,2197
train-002973,include,True,,,300,True,False,False,False,False,False,False,,False,True,2198
train-002974,exclude,False,template_validation,template_validation,51,True,False,True,False,False,True,False,,False,False,
train-002975,include,True,,,4,True,False,False,False,False,False,False,,False,True,2199
train-002976,include,True,,,21,True,False,False,False,False,False,False,,False,True,2200
train-002977,include,True,,,45,True,False,False,False,False,False,False,,False,True,2201
train-002978,include,True,,,396,True,False,False,False,False,False,False,,False,True,2202
train-002979,include,True,,,16,True,False,False,False,False,False,False,,False,True,2203
train-002980,exclude,False,random_validation,random_validation|hard_diagnostic|format_diagnostic,17863680,True,True,False,True,True,True,False,,False,False,
train-002981,exclude,False,template_validation,template_validation,22,True,False,True,False,False,True,False,,False,False,
train-002982,exclude,False,template_validation,template_validation,7060,True,False,True,False,False,True,False,,False,False,
train-002983,exclude,False,hard_diagnostic,hard_diagnostic,5,True,False,False,True,False,True,False,,False,False,
train-002984,include,True,,,2271380,True,False,False,False,False,False,False,,False,False,2204
train-002986,exclude,False,random_validation,random_validation|template_validation,50,True,True,True,False,False,True,False,,False,False,
train-002987,include,True,,,5,True,False,False,False,False,False,False,,False,True,2205
train-002988,exclude,False,hard_diagnostic,hard_diagnostic,68,True,False,False,True,False,True,False,,False,False,
train-002990,include,True,,,41,True,False,False,False,False,False,False,,False,True,2206
train-002991,exclude,False,hard_diagnostic,hard_diagnostic,5,True,False,False,True,False,True,False,,False,False,
train-002992,include,True,,,170,True,False,False,False,False,False,False,,False,True,2207
train-002993,exclude,False,hard_diagnostic,hard_diagnostic,20,True,False,False,True,False,True,False,,False,False,
train-002994,include,True,,,95,True,False,False,False,False,False,False,,False,True,2208
train-002995,include,True,,,10,True,False,False,False,False,False,False,,False,True,2209
train-002996,exclude,False,random_validation,random_validation,1400,True,True,False,False,False,True,False,,False,False,
train-002998,include,True,,,200,True,False,False,False,False,False,False,,False,True,2210
train-002999,exclude,False,template_validation,template_validation,3,True,False,True,False,False,True,False,,False,False,
train-003000,exclude,False,format_diagnostic,format_diagnostic,2,True,False,False,False,True,True,False,,False,False,
train-003001,exclude,False,template_validation,template_validation,51,True,False,True,False,False,True,False,,False,False,
train-003002,include,True,,,5,True,False,False,False,False,False,False,,False,True,2211
train-003003,include,True,,,25,True,False,False,False,False,False,False,,False,True,2212
train-003004,include,True,,,457,True,False,False,False,False,False,False,,False,True,2213
train-003005,include,True,,,4,True,False,False,False,False,False,False,,False,True,2214
train-003006,include,True,,,433,True,False,False,False,False,False,False,,False,True,2215
train-003007,exclude,False,random_validation,random_validation,20,True,True,False,False,False,True,False,,False,False,
train-003008,include,True,,,20,True,False,False,False,False,False,False,,False,True,2216
train-003009,exclude,False,random_validation,random_validation,14,True,True,False,False,False,True,False,,False,False,
train-003010,include,True,,,121,True,False,False,False,False,False,False,,False,True,2217
train-003011,include,True,,,55,True,False,False,False,False,False,False,,False,True,2218
train-003012,include,True,,,6,True,False,False,False,False,False,False,,False,True,2219
train-003013,include,True,,,57,True,False,False,False,False,False,False,,False,True,2220
train-003014,include,True,,,150000,True,False,False,False,False,False,False,,False,True,2221
train-003015,exclude,False,template_validation,template_validation,29,True,False,True,False,False,True,False,,False,False,
train-003016,exclude,False,random_validation,random_validation|hard_diagnostic,2,True,True,False,True,False,True,False,,False,False,
train-003017,include,True,,,8,True,False,False,False,False,False,False,,False,True,2222
train-003018,include,True,,,1440,True,False,False,False,False,False,False,,False,True,2223
train-003019,include,True,,,3341,True,False,False,False,False,False,False,,False,True,2224
train-003020,exclude,False,template_validation,template_validation,44,True,False,True,False,False,True,False,,False,False,
train-003021,exclude,False,hard_diagnostic,hard_diagnostic,8,True,False,False,True,False,True,False,,False,False,
train-003022,exclude,False,format_diagnostic,format_diagnostic,0,True,False,False,False,True,True,False,,False,False,
train-003023,include,True,,,60,True,False,False,False,False,False,False,,False,True,2225
train-003024,exclude,False,random_validation,random_validation,8,True,True,False,False,False,True,False,,False,False,
train-003026,include,True,,,15,True,False,False,False,False,False,False,,False,True,2226
train-003027,include,True,,,8,True,False,False,False,False,False,False,,False,True,2227
train-003028,include,True,,,39,True,False,False,False,False,False,False,,False,True,2228
train-003029,include,True,,,250,True,False,False,False,False,False,False,,False,True,2229
train-003030,include,True,,,12,True,False,False,False,False,False,False,,False,True,2230
train-003031,include,True,,,41,True,False,False,False,False,False,False,,False,True,2231
train-003032,exclude,False,format_diagnostic,format_diagnostic,1,True,False,False,False,True,True,False,,False,False,
train-003033,include,True,,,80,True,False,False,False,False,False,False,,False,True,2232
train-003034,exclude,False,random_validation,random_validation,268,True,True,False,False,False,True,False,,False,False,
train-003035,include,True,,,36,True,False,False,False,False,False,False,,False,True,2233
train-003036,include,True,,,12,True,False,False,False,False,False,False,,False,True,2234
train-003037,include,True,,,8,True,False,False,False,False,False,False,,False,True,2235
train-003038,include,True,,,2,True,False,False,False,False,False,False,,False,True,2236
train-003039,include,True,,,2180,True,False,False,False,False,False,False,,False,True,2237
train-003040,include,True,,,-2,True,False,False,False,False,False,False,,False,True,2238
train-003041,include,True,,,34,True,False,False,False,False,False,False,,False,True,2239
train-003042,include,True,,,3,True,False,False,False,False,False,False,,False,True,2240
train-003043,include,True,,,14,True,False,False,False,False,False,False,,False,True,2241
train-003044,include,True,,,6,True,False,False,False,False,False,False,,False,True,2242
train-003045,exclude,False,template_validation,template_validation,80,True,False,True,False,False,True,False,,False,False,
train-003046,include,True,,,8,True,False,False,False,False,False,False,,False,True,2243
train-003047,include,True,,,800,True,False,False,False,False,False,False,,False,True,2244
train-003048,include,True,,,3,True,False,False,False,False,False,False,,False,True,2245
train-003049,include,True,,,2000,True,False,False,False,False,False,False,,False,True,2246
train-003050,include,True,,,1,True,False,False,False,False,False,False,,False,True,2247
train-003051,include,True,,,3120,True,False,False,False,False,False,False,,False,True,2248
train-003053,include,True,,,76,True,False,False,False,False,False,False,,False,True,2249
train-003054,include,True,,,19,True,False,False,False,False,False,False,,False,True,2250
train-003055,exclude,False,random_validation,random_validation,8,True,True,False,False,False,True,False,,False,False,
train-003057,include,True,,,150,True,False,False,False,False,False,False,,False,True,2251
train-003058,exclude,False,random_validation,random_validation,98,True,True,False,False,False,True,False,,False,False,
train-003059,include,True,,,2,True,False,False,False,False,False,False,,False,True,2252
train-003060,include,True,,,750,True,False,False,False,False,False,False,,False,True,2253
train-003061,include,True,,,14,True,False,False,False,False,False,False,,False,True,2254
train-003062,exclude,False,random_validation,random_validation,6277,True,True,False,False,False,True,False,,False,False,
train-003063,include,True,,,11,True,False,False,False,False,False,False,,False,True,2255
train-003064,exclude,False,random_validation,random_validation|hard_diagnostic,29,True,True,False,True,False,True,False,,False,False,
train-003065,include,True,,,15,True,False,False,False,False,False,False,,False,True,2256
train-003066,include,True,,,15,True,False,False,False,False,False,False,,False,True,2257
train-003067,include,True,,,5530,True,False,False,False,False,False,False,,False,True,2258
train-003068,include,True,,,1,True,False,False,False,False,False,False,,False,True,2259
train-003069,include,True,,,9,True,False,False,False,False,False,False,,False,True,2260
train-003070,include,True,,,2,True,False,False,False,False,False,False,,False,True,2261
train-003071,include,True,,,8,True,False,False,False,False,False,False,,False,True,2262
train-003072,include,True,,,43,True,False,False,False,False,False,False,,False,True,2263
train-003073,include,True,,,1,True,False,False,False,False,False,False,,False,True,2264
train-003074,include,True,,,3285,True,False,False,False,False,False,False,,False,True,2265
train-003075,exclude,False,random_validation,random_validation,3000,True,True,False,False,False,True,False,,False,False,
train-003076,include,True,,,3049,True,False,False,False,False,False,False,,False,True,2266
train-003077,include,True,,,2,True,False,False,False,False,False,False,,False,True,2267
train-003078,include,True,,,56,True,False,False,False,False,False,False,,False,True,2268
train-003080,include,True,,,1,True,False,False,False,False,False,False,,False,True,2269
train-003081,include,True,,,5,True,False,False,False,False,False,False,,False,True,2270
train-003082,exclude,False,hard_diagnostic,hard_diagnostic,7,True,False,False,True,False,True,False,,False,False,
train-003083,include,True,,,96,True,False,False,False,False,False,False,,False,True,2271
train-003084,include,True,,,-6,True,False,False,False,False,False,False,,False,True,2272
train-003085,include,True,,,12,True,False,False,False,False,False,False,,False,True,2273
train-003086,exclude,False,template_validation,template_validation,1,True,False,True,False,False,True,False,,False,False,
train-003087,exclude,False,template_validation,template_validation,130,True,False,True,False,False,True,False,,False,False,
train-003088,exclude,False,template_validation,template_validation|format_diagnostic,-1,True,False,True,False,True,True,False,,False,False,
train-003089,include,True,,,1,True,False,False,False,False,False,False,,False,True,2274
train-003090,include,True,,,65,True,False,False,False,False,False,False,,False,True,2275
train-003091,include,True,,,108,True,False,False,False,False,False,False,,False,True,2276
train-003092,exclude,False,random_validation,random_validation,342,True,True,False,False,False,True,False,,False,False,
train-003093,include,True,,,7,True,False,False,False,False,False,False,,False,True,2277
train-003094,include,True,,,3,True,False,False,False,False,False,False,,False,True,2278
train-003095,include,True,,,403,True,False,False,False,False,False,False,,False,True,2279
train-003096,include,True,,,1800,True,False,False,False,False,False,False,,False,True,2280
train-003097,include,True,,,1,True,False,False,False,False,False,False,,False,True,2281
train-003098,include,True,,,3360,True,False,False,False,False,False,False,,False,True,2282
train-003100,include,True,,,308,True,False,False,False,False,False,False,,False,True,2283
train-003101,include,True,,,45,True,False,False,False,False,False,False,,False,True,2284
train-003102,include,True,,,72,True,False,False,False,False,False,False,,False,True,2285
train-003103,include,True,,,-1,True,False,False,False,False,False,False,,False,True,2286
train-003104,include,True,,,14,True,False,False,False,False,False,False,,False,True,2287
train-003105,exclude,False,random_validation,random_validation,54,True,True,False,False,False,True,False,,False,False,
train-003106,include,True,,,2400,True,False,False,False,False,False,False,,False,True,2288
train-003107,include,True,,,672,True,False,False,False,False,False,False,,False,True,2289
train-003108,include,True,,,135,True,False,False,False,False,False,False,,False,True,2290
train-003109,include,True,,,7,True,False,False,False,False,False,False,,False,True,2291
train-003110,include,True,,,16,True,False,False,False,False,False,False,,False,True,2292
train-003111,include,True,,,8,True,False,False,False,False,False,False,,False,True,2293
train-003112,include,True,,,23,True,False,False,False,False,False,False,,False,True,2294
train-003113,include,True,,,76000,True,False,False,False,False,False,False,,False,False,2295
train-003114,include,True,,,6,True,False,False,False,False,False,False,,False,True,2296
train-003115,include,True,,,2031,True,False,False,False,False,False,False,,False,False,2297
train-003117,include,True,,,8,True,False,False,False,False,False,False,,False,True,2298
train-003118,include,True,,,980,True,False,False,False,False,False,False,,False,True,2299
train-003119,include,True,,,6,True,False,False,False,False,False,False,,False,True,2300
train-003120,include,True,,,40,True,False,False,False,False,False,False,,False,True,2301
train-003122,include,True,,,10,True,False,False,False,False,False,False,,False,True,2302
train-003123,include,True,,,3,True,False,False,False,False,False,False,,False,True,2303
train-003124,include,True,,,1,True,False,False,False,False,False,False,,False,True,2304
train-003125,include,True,,,160,True,False,False,False,False,False,False,,False,True,2305
train-003126,exclude,False,template_validation,template_validation,2,True,False,True,False,False,True,False,,False,False,
train-003127,include,True,,,75,True,False,False,False,False,False,False,,False,True,2306
train-003128,include,True,,,40,True,False,False,False,False,False,False,,False,True,2307
train-003129,include,True,,,44,True,False,False,False,False,False,False,,False,True,2308
train-003131,include,True,,,4,True,False,False,False,False,False,False,,False,True,2309
train-003132,include,True,,,1008,True,False,False,False,False,False,False,,False,True,2310
train-003133,include,True,,,1800,True,False,False,False,False,False,False,,False,True,2311
train-003134,include,True,,,300,True,False,False,False,False,False,False,,False,True,2312
train-003135,include,True,,,4,True,False,False,False,False,False,False,,False,True,2313
train-003136,include,True,,,6,True,False,False,False,False,False,False,,False,True,2314
train-003137,include,True,,,1800,True,False,False,False,False,False,False,,False,True,2315
train-003138,include,True,,,15,True,False,False,False,False,False,False,,False,True,2316
train-003139,include,True,,,17,True,False,False,False,False,False,False,,False,True,2317
train-003140,include,True,,,6,True,False,False,False,False,False,False,,False,True,2318
train-003141,include,True,,,6,True,False,False,False,False,False,False,,False,True,2319
train-003142,include,True,,,3,True,False,False,False,False,False,False,,False,True,2320
train-003144,include,True,,,325,True,False,False,False,False,False,False,,False,True,2321
train-003145,include,True,,,86,True,False,False,False,False,False,False,,False,False,2322
train-003146,include,True,,,265,True,False,False,False,False,False,False,,False,True,2323
train-003147,exclude,False,random_validation,random_validation,3,True,True,False,False,False,True,False,,False,False,
train-003148,include,True,,,12,True,False,False,False,False,False,False,,False,True,2324
train-003149,include,True,,,93,True,False,False,False,False,False,False,,False,True,2325
train-003150,include,True,,,4,True,False,False,False,False,False,False,,False,True,2326
train-003151,include,True,,,275,True,False,False,False,False,False,False,,False,True,2327
train-003152,include,True,,,6,True,False,False,False,False,False,False,,False,True,2328
train-003153,include,True,,,2,True,False,False,False,False,False,False,,False,True,2329
train-003154,exclude,False,random_validation,random_validation|format_diagnostic,1,True,True,False,False,True,True,False,,False,False,
train-003155,include,True,,,1164,True,False,False,False,False,False,False,,False,True,2330
