id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-003119,train,129_256|positive|d1|algebra,algebra,207,positive,d1
train-003120,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,287,positive,d2
train-003121,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,81,positive,d1
train-003122,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-003123,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,296,positive,d1
train-003124,train,129_256|positive|d1|algebra,algebra,187,positive,d1
train-003125,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,340,positive,d3
train-003126,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,191,positive,d1
train-003127,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,305,positive,d2
train-003128,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,206,positive,d2
train-003129,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,474,positive,d2
train-003130,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,145,positive,d2
train-003131,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,174,positive,d1
train-003132,train,129_256|positive|d4_5|combinatorics_probability,combinatorics_probability,219,positive,d4_5
train-003133,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,132,positive,d4_5
train-003134,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,122,positive,d3
train-003135,train,le128|positive|d1|geometry,geometry,119,positive,d1
train-003136,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,35,positive,d1
train-003137,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,222,positive,d4_5
train-003138,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-003139,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-003140,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,231,positive,d1
train-003141,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,161,positive,d1
train-003142,train,257_512|positive|d1|algebra,algebra,292,positive,d1
train-003144,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,233,positive,d3
train-003145,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,164,positive,d2
train-003146,train,le128|positive|d3|algebra,algebra,107,positive,d3
train-003147,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,295,positive,d1
train-003148,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,152,positive,d2
train-003149,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,224,positive,d2
train-003150,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,70,positive,d1
train-003151,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,161,positive,d3
train-003152,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,188,positive,d1
train-003153,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,292,positive,d1
train-003154,validation,le128|positive|d1|algebra,algebra,98,positive,d1
train-003155,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,192,positive,d4_5
train-003156,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,234,positive,d2
train-003157,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,139,positive,d3
train-003158,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,256,positive,d1
train-003159,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,132,positive,d3
train-003160,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,248,positive,d1
train-003161,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,407,positive,d1
train-003162,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,270,positive,d1
train-003163,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,201,positive,d1
train-003164,train,le128|positive|d2|algebra,algebra,82,positive,d2
train-003165,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,202,positive,d4_5
train-003166,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,326,positive,d2
train-003167,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,177,positive,d3
train-003168,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,168,positive,d2
train-003169,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,397,positive,d2
train-003170,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,344,positive,d1
train-003171,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,398,positive,d1
train-003172,train,257_512|positive|d2|number_theory,number_theory,412,positive,d2
train-003173,train,129_256|positive|d2|geometry,geometry,181,positive,d2
train-003174,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,258,positive,d2
train-003175,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,115,positive,d2
train-003176,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,271,positive,d2
train-003178,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-003179,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,149,positive,d4_5
train-003180,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,129,positive,d2
train-003181,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,97,positive,d2
train-003182,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,71,positive,d1
train-003183,train,129_256|positive|d6_plus|number_theory,number_theory,139,positive,d6_plus
train-003184,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,163,positive,d2
train-003185,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,225,positive,d2
train-003186,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,139,positive,d3
train-003187,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,99,positive,d2
train-003188,train,129_256|positive|d1|algebra,algebra,148,positive,d1
train-003189,train,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,1975,positive,d3
train-003190,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,206,positive,d3
train-003191,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,350,positive,d2
train-003192,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,245,positive,d2
train-003193,validation,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,333,positive,d4_5
train-003194,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,312,positive,d3
train-003195,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,84,positive,d3
train-003197,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,248,positive,d2
train-003198,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,260,positive,d2
train-003199,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,151,positive,d2
train-003200,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,134,positive,d2
train-003201,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,323,positive,d2
train-003202,train,gt512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,1019,positive,d4_5
train-003203,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,225,positive,d1
train-003204,train,le128|positive|d2|number_theory,number_theory,80,positive,d2
train-003205,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,165,positive,d3
train-003206,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,147,positive,d2
train-003207,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,289,positive,d2
train-003208,train,257_512|positive|d1|geometry,geometry,296,positive,d1
train-003209,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,317,positive,d2
train-003210,train,129_256|positive|d4_5|geometry,geometry,170,positive,d4_5
train-003211,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,74,positive,d1
train-003212,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,158,positive,d1
train-003213,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,174,positive,d2
train-003214,train,129_256|positive|d3|geometry,geometry,255,positive,d3
train-003215,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,178,positive,d2
train-003216,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,228,positive,d1
train-003217,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,93,positive,d2
train-003218,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,553,positive,d1
train-003219,train,257_512|positive|d1|number_theory,number_theory,300,positive,d1
train-003220,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,363,positive,d2
train-003221,train,129_256|positive|d4_5|geometry,geometry,201,positive,d4_5
train-003222,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,152,positive,d4_5
train-003223,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,298,positive,d2
train-003224,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,242,positive,d2
train-003225,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,82,positive,d2
train-003226,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,271,positive,d4_5
train-003227,train,129_256|positive|d3|geometry,geometry,161,positive,d3
train-003228,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,196,positive,d1
train-003229,train,le128|positive|d2|geometry,geometry,120,positive,d2
train-003230,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-003231,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,160,positive,d2
train-003232,train,257_512|positive|d1|algebra,algebra,388,positive,d1
train-003233,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,105,negative,d1
train-003234,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,170,positive,d3
train-003235,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,275,positive,d3
train-003237,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,228,positive,d1
train-003238,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,209,negative,d1
train-003239,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,206,positive,d1
train-003240,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,192,positive,d2
train-003241,train,129_256|positive|d2|algebra,algebra,187,positive,d2
train-003242,train,le128|positive|d1|geometry,geometry,88,positive,d1
train-003243,train,129_256|positive|d4_5|geometry,geometry,218,positive,d4_5
train-003244,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,173,positive,d2
train-003245,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,369,positive,d3
train-003246,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,151,positive,d1
train-003247,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,430,positive,d2
train-003248,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,196,positive,d2
train-003249,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,208,positive,d3
train-003250,train,257_512|positive|d1|number_theory,number_theory,315,positive,d1
train-003252,train,129_256|positive|d2|number_theory,number_theory,158,positive,d2
train-003253,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,95,positive,d2
train-003254,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,152,positive,d2
train-003255,train,129_256|positive|d3|geometry,geometry,225,positive,d3
train-003256,train,129_256|positive|d2|geometry,geometry,149,positive,d2
train-003257,train,le128|positive|d4_5|algebra,algebra,108,positive,d4_5
train-003258,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,104,positive,d2
train-003259,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,103,positive,d2
train-003260,train,129_256|positive|d1|geometry,geometry,138,positive,d1
train-003261,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-003262,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,144,positive,d4_5
train-003263,train,257_512|positive|d2|number_theory,number_theory,266,positive,d2
train-003264,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,233,positive,d2
train-003265,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,225,positive,d3
train-003266,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,224,positive,d2
train-003267,train,le128|positive|d3|geometry,geometry,75,positive,d3
train-003268,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,183,positive,d1
train-003269,train,le128|negative|d2|arithmetic_word_problem,arithmetic_word_problem,112,negative,d2
train-003270,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,269,positive,d3
train-003271,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,184,positive,d4_5
train-003272,train,257_512|positive|d2|geometry,geometry,412,positive,d2
train-003273,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,164,negative,d1
train-003274,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,282,positive,d2
train-003275,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,242,positive,d3
train-003276,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,97,positive,d1
train-003277,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,109,positive,d1
train-003278,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,165,positive,d1
train-003279,train,le128|positive|d4_5|number_theory,number_theory,53,positive,d4_5
train-003280,validation,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,124,zero,d1
train-003281,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,181,positive,d2
train-003282,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,131,positive,d3
train-003283,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,128,positive,d1
train-003284,train,129_256|positive|d3|algebra,algebra,234,positive,d3
train-003285,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,192,positive,d3
train-003286,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,234,positive,d3
train-003287,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,248,positive,d2
train-003288,train,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,159,positive,d6_plus
train-003289,train,129_256|negative|d1|algebra,algebra,144,negative,d1
train-003290,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,279,positive,d3
train-003291,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,153,positive,d1
train-003292,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,220,positive,d1
train-003293,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,301,positive,d1
train-003294,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,232,positive,d1
train-003295,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,171,positive,d3
train-003296,validation,129_256|positive|d4_5|algebra,algebra,251,positive,d4_5
train-003297,train,257_512|positive|d1|number_theory,number_theory,337,positive,d1
train-003298,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,220,positive,d1
train-003299,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,391,positive,d4_5
train-003300,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,181,positive,d2
train-003301,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,106,positive,d2
train-003302,train,129_256|positive|d2|geometry,geometry,229,positive,d2
train-003303,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,118,positive,d2
train-003304,train,le128|positive|d1|algebra,algebra,107,positive,d1
train-003305,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,230,positive,d2
train-003306,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,169,positive,d3
train-003307,train,257_512|positive|d2|geometry,geometry,277,positive,d2
train-003308,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,64,positive,d2
train-003309,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,324,positive,d2
train-003310,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,236,positive,d1
train-003311,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,135,positive,d3
train-003312,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,203,positive,d1
train-003313,train,le128|positive|d2|geometry,geometry,90,positive,d2
train-003314,train,le128|negative|d2|algebra,algebra,109,negative,d2
train-003316,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,300,positive,d2
train-003317,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,282,positive,d2
train-003318,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,75,positive,d1
train-003319,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,163,positive,d4_5
train-003320,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,241,positive,d2
train-003321,train,le128|positive|d2|number_theory,number_theory,50,positive,d2
train-003322,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,172,positive,d2
train-003323,validation,gt512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,899,positive,d4_5
train-003324,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,50,positive,d3
train-003325,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,233,positive,d2
train-003326,train,le128|positive|d2|algebra,algebra,114,positive,d2
train-003327,train,le128|positive|d2|number_theory,number_theory,123,positive,d2
train-003328,train,129_256|positive|d1|number_theory,number_theory,145,positive,d1
train-003329,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,245,positive,d1
train-003330,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,224,positive,d3
train-003331,train,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,522,positive,d3
train-003332,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,255,positive,d2
train-003333,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,178,positive,d1
train-003334,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,247,positive,d3
train-003335,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,126,positive,d3
train-003336,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,292,positive,d2
train-003337,train,129_256|positive|d3|geometry,geometry,196,positive,d3
train-003338,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,340,positive,d2
train-003339,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,175,positive,d1
train-003340,train,257_512|positive|d1|combinatorics_probability,combinatorics_probability,448,positive,d1
train-003341,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,291,positive,d2
train-003342,train,le128|positive|d2|geometry,geometry,110,positive,d2
train-003343,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,54,positive,d2
train-003344,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,305,positive,d1
train-003345,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,167,positive,d2
train-003346,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,92,positive,d2
train-003348,validation,257_512|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,508,positive,d6_plus
train-003349,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-003350,train,le128|positive|d1|algebra,algebra,71,positive,d1
train-003351,train,gt512|positive|d2|combinatorics_probability,combinatorics_probability,524,positive,d2
train-003352,validation,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,390,positive,d3
train-003353,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,301,positive,d1
train-003354,train,257_512|positive|d1|geometry,geometry,263,positive,d1
train-003355,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,250,positive,d1
train-003356,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,202,positive,d1
train-003357,train,le128|positive|d1|algebra,algebra,77,positive,d1
train-003358,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,158,positive,d2
train-003360,train,257_512|positive|d2|number_theory,number_theory,415,positive,d2
train-003361,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,276,positive,d2
train-003362,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,222,positive,d3
train-003363,train,129_256|positive|d1|geometry,geometry,210,positive,d1
train-003364,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,58,positive,d3
train-003365,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,255,positive,d2
train-003366,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,148,positive,d3
train-003367,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,170,positive,d1
train-003368,validation,257_512|positive|d4_5|combinatorics_probability,combinatorics_probability,374,positive,d4_5
train-003369,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,63,negative,d1
train-003370,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,139,positive,d1
train-003371,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,179,positive,d2
train-003372,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,136,positive,d2
train-003373,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,349,positive,d3
train-003374,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,186,positive,d2
train-003375,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,47,positive,d2
train-003376,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,254,positive,d4_5
train-003378,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,148,positive,d2
train-003379,train,257_512|positive|d1|algebra,algebra,490,positive,d1
train-003380,train,le128|positive|d3|number_theory,number_theory,124,positive,d3
train-003381,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,159,positive,d2
train-003382,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,412,positive,d2
train-003383,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,149,negative,d1
train-003384,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,208,positive,d2
train-003385,train,129_256|positive|d4_5|geometry,geometry,239,positive,d4_5
train-003386,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,152,positive,d2
train-003387,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,191,positive,d3
train-003388,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,101,positive,d3
train-003389,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,202,positive,d2
train-003391,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,472,positive,d4_5
train-003392,train,gt512|positive|d3|geometry,geometry,764,positive,d3
train-003393,train,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,686,positive,d3
train-003394,train,129_256|positive|d3|combinatorics_probability,combinatorics_probability,185,positive,d3
train-003395,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,66,positive,d4_5
train-003396,train,129_256|positive|d3|geometry,geometry,220,positive,d3
train-003397,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,454,positive,d4_5
train-003398,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,389,positive,d4_5
train-003399,validation,le128|negative|d2|arithmetic_word_problem,arithmetic_word_problem,111,negative,d2
train-003400,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,60,negative,d1
train-003401,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,184,positive,d2
train-003402,train,le128|positive|d2|number_theory,number_theory,80,positive,d2
train-003403,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,147,positive,d1
train-003404,train,le128|negative|d2|algebra,algebra,111,negative,d2
train-003405,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,246,positive,d2
train-003406,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,193,positive,d3
train-003407,train,le128|positive|d2|number_theory,number_theory,121,positive,d2
train-003408,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,248,positive,d2
train-003409,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,328,positive,d2
train-003410,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,120,positive,d4_5
train-003411,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,237,positive,d2
train-003412,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,226,positive,d1
train-003413,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-003414,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,100,positive,d1
train-003415,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,349,positive,d1
train-003416,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,331,positive,d2
train-003417,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,168,positive,d3
train-003418,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,180,positive,d4_5
train-003419,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,297,positive,d2
train-003420,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,70,positive,d2
train-003421,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,93,positive,d2
train-003422,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,142,positive,d4_5
train-003423,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,134,positive,d1
train-003424,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,273,positive,d2
train-003425,train,257_512|positive|d2|geometry,geometry,321,positive,d2
train-003426,train,129_256|positive|d2|geometry,geometry,197,positive,d2
train-003427,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,181,positive,d2
train-003428,train,le128|positive|d1|number_theory,number_theory,119,positive,d1
train-003429,train,le128|positive|d2|geometry,geometry,93,positive,d2
train-003430,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,238,positive,d2
train-003431,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,157,positive,d1
train-003432,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,313,positive,d4_5
train-003433,train,129_256|positive|d1|geometry,geometry,254,positive,d1
train-003434,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,107,positive,d1
train-003435,train,129_256|zero|d1|algebra,algebra,193,zero,d1
train-003436,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,280,positive,d2
train-003437,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,149,positive,d2
train-003438,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,322,positive,d1
train-003439,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,171,positive,d3
train-003440,train,257_512|positive|d3|geometry,geometry,351,positive,d3
train-003441,train,le128|positive|d1|algebra,algebra,89,positive,d1
train-003442,train,le128|positive|d2|algebra,algebra,93,positive,d2
train-003443,train,257_512|positive|d2|number_theory,number_theory,415,positive,d2
train-003444,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,140,negative,d1
