source_row_index,id,decision,decision_reason,question_sha256,legacy_question_sha256,question_content_matches_legacy,legacy_filtered_membership
251,val-000251,keep,present_in_legacy_filtered_derivative,003f89cfee7dc8782aedeade09359ed7a68394b7597d476b1ece2243129d40ea,003f89cfee7dc8782aedeade09359ed7a68394b7597d476b1ece2243129d40ea,true,true
252,val-000252,keep,present_in_legacy_filtered_derivative,9519bdb9392b9a873ec4b000fe13c7c5c0d8e86388069c584ee034b7929e6735,9519bdb9392b9a873ec4b000fe13c7c5c0d8e86388069c584ee034b7929e6735,true,true
253,val-000253,keep,present_in_legacy_filtered_derivative,4cfb2a4e1ba08e8bfaaa8e1afd7a7132b0b395e971a5757944ce42ab91164440,4cfb2a4e1ba08e8bfaaa8e1afd7a7132b0b395e971a5757944ce42ab91164440,true,true
254,val-000254,keep,present_in_legacy_filtered_derivative,bb0a099493e94ec612559ca7ac918c7f46ed5e70613d495463165bd3613b0574,bb0a099493e94ec612559ca7ac918c7f46ed5e70613d495463165bd3613b0574,true,true
255,val-000255,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,7bc21f25ed8e800fe2d98583ab0cb4c5dc46f57e3e170c2ecf0832476cc25df2,,,false
256,val-000256,keep,present_in_legacy_filtered_derivative,e8dd4c3c62d40336e6ff29d52386aed14d8ab7c15b22faf1c8f64857b958eb8c,e8dd4c3c62d40336e6ff29d52386aed14d8ab7c15b22faf1c8f64857b958eb8c,true,true
257,val-000257,keep,present_in_legacy_filtered_derivative,02166b19d9c20a935e9198c79d5e9d84eda1fd8e3468d39dd03e111e97a55770,02166b19d9c20a935e9198c79d5e9d84eda1fd8e3468d39dd03e111e97a55770,true,true
258,val-000258,keep,present_in_legacy_filtered_derivative,e1d997ee7aeac8d255da01424393f5944b18b626b8f107952f4405767354466b,e1d997ee7aeac8d255da01424393f5944b18b626b8f107952f4405767354466b,true,true
259,val-000259,keep,present_in_legacy_filtered_derivative,881b81093bdcccd5718457cd4b71afcf5dc9d0e21aeb82920671d1c2ecef5d79,881b81093bdcccd5718457cd4b71afcf5dc9d0e21aeb82920671d1c2ecef5d79,true,true
260,val-000260,keep,present_in_legacy_filtered_derivative,ce7f91a084396d24f377b55ccd72586fadfaeee4b783e7194be8882e50ee8a56,ce7f91a084396d24f377b55ccd72586fadfaeee4b783e7194be8882e50ee8a56,true,true
261,val-000261,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,09974cc287841c3b4fe9287ab791a3a9c5acb99713dbdacfa3ac5b6c7824686e,,,false
262,val-000262,keep,present_in_legacy_filtered_derivative,2c098cde528f949ddcf6796e07993ed5502668f0161de15024ae720ab1515cd3,2c098cde528f949ddcf6796e07993ed5502668f0161de15024ae720ab1515cd3,true,true
263,val-000263,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,3025a60f7de740526745fb3d6f5894f519c4ab7e24b36f447cd3faa204e4062c,,,false
264,val-000264,keep,present_in_legacy_filtered_derivative,dd5cf68e5a5009f40d5e22cde4319eb45dba40c9a2a59dbbd30b6aecac6d04c9,dd5cf68e5a5009f40d5e22cde4319eb45dba40c9a2a59dbbd30b6aecac6d04c9,true,true
265,val-000265,keep,present_in_legacy_filtered_derivative,0a1df34b8f6056e4b24b39d3541f9da8ca0ff44088cc3a11a335589c9e9867cc,0a1df34b8f6056e4b24b39d3541f9da8ca0ff44088cc3a11a335589c9e9867cc,true,true
266,val-000266,keep,present_in_legacy_filtered_derivative,5a16c3569286dd3922bb639ea5768d5830210575df987bb7b501ae3bdd9a3d60,5a16c3569286dd3922bb639ea5768d5830210575df987bb7b501ae3bdd9a3d60,true,true
267,val-000267,keep,present_in_legacy_filtered_derivative,c4b487eab4901caa88a3dd295ac6361118a3705648c555787b8da82bf5cf077a,c4b487eab4901caa88a3dd295ac6361118a3705648c555787b8da82bf5cf077a,true,true
268,val-000268,keep,present_in_legacy_filtered_derivative,656685134e4b030e0ca80ebf47b45b825383fe4b727ae02200731677a62a4347,656685134e4b030e0ca80ebf47b45b825383fe4b727ae02200731677a62a4347,true,true
269,val-000269,keep,present_in_legacy_filtered_derivative,5393c5f91d357234a30cfa1d4607844cb79dc477d5d48f393dc7f51846abe061,5393c5f91d357234a30cfa1d4607844cb79dc477d5d48f393dc7f51846abe061,true,true
270,val-000270,keep,present_in_legacy_filtered_derivative,b9285e14b2edadbfba349947ac59639f986fc64aa51e151e4b7429390ee04797,b9285e14b2edadbfba349947ac59639f986fc64aa51e151e4b7429390ee04797,true,true
271,val-000271,keep,present_in_legacy_filtered_derivative,6a0f7dbfdde61bb39414964e38c984a0c15abf98a356ad500140cebbb9492536,6a0f7dbfdde61bb39414964e38c984a0c15abf98a356ad500140cebbb9492536,true,true
272,val-000272,keep,present_in_legacy_filtered_derivative,eef05288b87d8dd61c068eac059df895849e5b274112786d070b48f52449c0e4,eef05288b87d8dd61c068eac059df895849e5b274112786d070b48f52449c0e4,true,true
273,val-000273,keep,present_in_legacy_filtered_derivative,eea4a5d5c591828f19f9cfebd5b4ffe109695cbf1509a4c7d8e75fe854b18935,eea4a5d5c591828f19f9cfebd5b4ffe109695cbf1509a4c7d8e75fe854b18935,true,true
274,val-000274,keep,present_in_legacy_filtered_derivative,ac8c88f631085e9aed21823e1955e048a7c1ede37ac6db418a4ff621d357799b,ac8c88f631085e9aed21823e1955e048a7c1ede37ac6db418a4ff621d357799b,true,true
275,val-000275,keep,present_in_legacy_filtered_derivative,885bf2f39d13cb0eac4031ad98c98da65f0bade41006abb0bf32420db905700a,885bf2f39d13cb0eac4031ad98c98da65f0bade41006abb0bf32420db905700a,true,true
276,val-000276,keep,present_in_legacy_filtered_derivative,0672b03889ec78d51f29a2180654f0431eb3ad3904fbcc31dca2999a3e4bd8ac,0672b03889ec78d51f29a2180654f0431eb3ad3904fbcc31dca2999a3e4bd8ac,true,true
277,val-000277,keep,present_in_legacy_filtered_derivative,23b4b5099ff1c7098b369fe5a93c45d10855599941e69d40ac659ecd88501e0a,23b4b5099ff1c7098b369fe5a93c45d10855599941e69d40ac659ecd88501e0a,true,true
278,val-000278,keep,present_in_legacy_filtered_derivative,40bbd7365531691a0146d9381884134ca4bc9a4cfd261344add8910d06275e1e,40bbd7365531691a0146d9381884134ca4bc9a4cfd261344add8910d06275e1e,true,true
279,val-000279,keep,present_in_legacy_filtered_derivative,754148f18d38d9d80f320b3e5b82c229c7ae67a9b6620da0c4f95dd0c9547c1c,754148f18d38d9d80f320b3e5b82c229c7ae67a9b6620da0c4f95dd0c9547c1c,true,true
280,val-000280,keep,present_in_legacy_filtered_derivative,c3035a55a22619f743421a5a100e93e34ecc687c09debdb6c3d9625312c08f5f,c3035a55a22619f743421a5a100e93e34ecc687c09debdb6c3d9625312c08f5f,true,true
281,val-000281,keep,present_in_legacy_filtered_derivative,f66219348e19a84d8eb4b01acb599571857655e2624a99b7e8e5eb8b398d0c4d,f66219348e19a84d8eb4b01acb599571857655e2624a99b7e8e5eb8b398d0c4d,true,true
282,val-000282,keep,present_in_legacy_filtered_derivative,e82f3de50effa3c4322c8dbaeda23048a444aefd8cbfa5d768d1429d493885bf,e82f3de50effa3c4322c8dbaeda23048a444aefd8cbfa5d768d1429d493885bf,true,true
283,val-000283,keep,present_in_legacy_filtered_derivative,af0ee2b16ed80c72c8a3c85181b0d07d32d65685df9fbedaca98a5a6839ab60e,af0ee2b16ed80c72c8a3c85181b0d07d32d65685df9fbedaca98a5a6839ab60e,true,true
284,val-000284,keep,present_in_legacy_filtered_derivative,8c8601e522c7af5b927c0b5f293d3550980381d455914867730a84915c69b9f3,8c8601e522c7af5b927c0b5f293d3550980381d455914867730a84915c69b9f3,true,true
285,val-000285,keep,present_in_legacy_filtered_derivative,fb03c3c0549ae22a09fb52c86883e17d690206e6a63eb4653514e8cd80515370,fb03c3c0549ae22a09fb52c86883e17d690206e6a63eb4653514e8cd80515370,true,true
286,val-000286,keep,present_in_legacy_filtered_derivative,42d313f2da06ad787a224165792392927618a5eaa8af18e294ef4d1ea464be9a,42d313f2da06ad787a224165792392927618a5eaa8af18e294ef4d1ea464be9a,true,true
287,val-000287,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,ec960fe8960e250c655657de7eaeda49b08f5c069be1a7e063f1e46c2b766bb9,,,false
288,val-000288,keep,present_in_legacy_filtered_derivative,18993042fd12a048c6c89c5a6b30af5949cf15fdcff5bb58a4e43a8ae833f783,18993042fd12a048c6c89c5a6b30af5949cf15fdcff5bb58a4e43a8ae833f783,true,true
289,val-000289,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,c26e1d6d21c5bb69da2f7c8e2ddd413435fa0ba70c1f80bfe7a9992d457dbe4b,,,false
290,val-000290,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,17191c18c15b4314524b436c4142d343fcbd7dea7f4c3ddc64a3c4c085b7e336,,,false
291,val-000291,keep,present_in_legacy_filtered_derivative,7daf88f8b532012981d5c518e861e7680f2c4e2609cb14ba23493630f723388a,9be36283dcd3bd3de64c4b4909e677c234018878198689b02b25e08c9c5731c1,false,true
292,val-000292,keep,present_in_legacy_filtered_derivative,0acaa6b94a197c687457a9eef8d0179a9dfc6e5b862d4eb1f445d1f8e2a511de,0acaa6b94a197c687457a9eef8d0179a9dfc6e5b862d4eb1f445d1f8e2a511de,true,true
293,val-000293,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,c8c8c04ea4a4546dc0d5f4293ca305d0a56214971a515e7d792f9414099acea4,,,false
294,val-000294,keep,present_in_legacy_filtered_derivative,81d9f1f2f385a753a5be07bc38d7be34ff7fad79efb99c91705e08298d8dfa30,4b9fe8ac8c549e189b0534a6f56b30cd81d4288cb43b6c5f8cc2883a055fd4d1,false,true
295,val-000295,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,1bc18fa4918a0dc56f9725ab93bf86498613292badf34a1924dd2a1196a6ffd6,,,false
296,val-000296,keep,present_in_legacy_filtered_derivative,eca24fc42bc3c21ffce1921c5589492b0a329b32ffd41fb4c581f9592c976cd3,eca24fc42bc3c21ffce1921c5589492b0a329b32ffd41fb4c581f9592c976cd3,true,true
297,val-000297,keep,present_in_legacy_filtered_derivative,2260f67810ff6a33b9d4b99186fed909be908cd96306d513fbf829cf4c4bfd45,2260f67810ff6a33b9d4b99186fed909be908cd96306d513fbf829cf4c4bfd45,true,true
298,val-000298,keep,present_in_legacy_filtered_derivative,65a55bc0c16200440b69c4cef6334f0a33798b1fd5a1c079300911ebccb75a06,65a55bc0c16200440b69c4cef6334f0a33798b1fd5a1c079300911ebccb75a06,true,true
299,val-000299,keep,present_in_legacy_filtered_derivative,87f4f12a9f7e7f36ac0b51cd5b3225720e2d5791e5207ab64a51034575895a2f,87f4f12a9f7e7f36ac0b51cd5b3225720e2d5791e5207ab64a51034575895a2f,true,true
300,val-000300,keep,present_in_legacy_filtered_derivative,ee97887077edd0f81accde3d6be0d3811c02cc4ecc90fbd0e295e15d4b541cb1,ee97887077edd0f81accde3d6be0d3811c02cc4ecc90fbd0e295e15d4b541cb1,true,true
301,val-000301,keep,present_in_legacy_filtered_derivative,f221c1c43ceb867f8aeb84b3545f31d7da5cec99d054e0dc94d371190139694c,f221c1c43ceb867f8aeb84b3545f31d7da5cec99d054e0dc94d371190139694c,true,true
302,val-000302,keep,present_in_legacy_filtered_derivative,7d66def2cbb2ce642e5962075285dc6b22dd4cfe3129baf1f8905375c5fd9be5,7d66def2cbb2ce642e5962075285dc6b22dd4cfe3129baf1f8905375c5fd9be5,true,true
303,val-000303,keep,present_in_legacy_filtered_derivative,b699a03d75e777b8f35a74f73169f88cfc033cf0a50539470ae1c5d8cd76453e,b699a03d75e777b8f35a74f73169f88cfc033cf0a50539470ae1c5d8cd76453e,true,true
304,val-000304,keep,present_in_legacy_filtered_derivative,4de6b97ff8131982406b548eb36cb56e94b23a198184fcda7439461365a09ab5,4de6b97ff8131982406b548eb36cb56e94b23a198184fcda7439461365a09ab5,true,true
305,val-000305,keep,present_in_legacy_filtered_derivative,bd60813d99d7e1522fc59145add9a7ec621e901b6e1e902ac5a1546a80ba7d6e,bd60813d99d7e1522fc59145add9a7ec621e901b6e1e902ac5a1546a80ba7d6e,true,true
306,val-000306,keep,present_in_legacy_filtered_derivative,b5c675a6d7b14e7d37adb49790412fc5fcf55841a0c2dbdfc5167b43eb656ccd,b5c675a6d7b14e7d37adb49790412fc5fcf55841a0c2dbdfc5167b43eb656ccd,true,true
307,val-000307,keep,present_in_legacy_filtered_derivative,deb57f72536f8a2e878c008133dcbad34d36809e2b9f6a6e33a1e2aa06e15375,deb57f72536f8a2e878c008133dcbad34d36809e2b9f6a6e33a1e2aa06e15375,true,true
308,val-000308,keep,present_in_legacy_filtered_derivative,6eb7545a5456c2d09f4ccc0540cae8c4755bd2ef6b19afa0572988a941819133,6eb7545a5456c2d09f4ccc0540cae8c4755bd2ef6b19afa0572988a941819133,true,true
309,val-000309,keep,present_in_legacy_filtered_derivative,14039cef2af6104b4fdfe230c2977220d54d29717bc45f566aeecfc4e678506f,14039cef2af6104b4fdfe230c2977220d54d29717bc45f566aeecfc4e678506f,true,true
310,val-000310,keep,present_in_legacy_filtered_derivative,8101a6bb9957c2b3807c45eafc04796634d23449ac99d0d9a7256f47b5ecaf68,8101a6bb9957c2b3807c45eafc04796634d23449ac99d0d9a7256f47b5ecaf68,true,true
311,val-000311,keep,present_in_legacy_filtered_derivative,4cb515b2b635d93f799d26f4352ed2906edb8d1a7a2fc6bc02eb0cb37179fc65,4cb515b2b635d93f799d26f4352ed2906edb8d1a7a2fc6bc02eb0cb37179fc65,true,true
312,val-000312,keep,present_in_legacy_filtered_derivative,9b19e43add64d1b476dae829fd71432093dfe32677bdf8546c9185640f82cfde,9b19e43add64d1b476dae829fd71432093dfe32677bdf8546c9185640f82cfde,true,true
313,val-000313,keep,present_in_legacy_filtered_derivative,85ab95fb26707bf7d41aeb84c0740610f91a8c62061bee83771b6d1cc2d56d23,85ab95fb26707bf7d41aeb84c0740610f91a8c62061bee83771b6d1cc2d56d23,true,true
314,val-000314,keep,present_in_legacy_filtered_derivative,52e5cb7ec7c1e638d4d98275414567031715b0950f4973b64a1bde9ea97f937b,52e5cb7ec7c1e638d4d98275414567031715b0950f4973b64a1bde9ea97f937b,true,true
315,val-000315,keep,present_in_legacy_filtered_derivative,99da4d4fe700b14d49c54b4f5f5b0f09dc58a7b619cc93da1130ff7690aee087,99da4d4fe700b14d49c54b4f5f5b0f09dc58a7b619cc93da1130ff7690aee087,true,true
316,val-000316,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,aaa8028819ee8195a1a362061f2d6b5008f4e866a48d05f35e98b6b4b062c91e,,,false
317,val-000317,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,67e206d6f9634fa06c5fd5329a4ba0c992eb0c56fe14a28776912535cab12dbc,,,false
318,val-000318,keep,present_in_legacy_filtered_derivative,957b163958334361406f002cbbdf8b5f663e3e73adaefeb09e6c5b2a7dedcd2a,957b163958334361406f002cbbdf8b5f663e3e73adaefeb09e6c5b2a7dedcd2a,true,true
319,val-000319,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,d842f5693165154fb6f7837bab45983aaaf41b99f7d4e2c490eb6dff23094460,,,false
320,val-000320,keep,present_in_legacy_filtered_derivative,d96157f2c1eb5028803c1a27a2b545622ba387fd48530cf76c3b337d2a8cdd64,d96157f2c1eb5028803c1a27a2b545622ba387fd48530cf76c3b337d2a8cdd64,true,true
321,val-000321,keep,present_in_legacy_filtered_derivative,dad16358cb98f33649c6b8917a89fe1aad90c06b5a0c57ef0245fafc4583149b,dad16358cb98f33649c6b8917a89fe1aad90c06b5a0c57ef0245fafc4583149b,true,true
322,val-000322,keep,present_in_legacy_filtered_derivative,8d9c10da726b2e7cfcfd34b3342ac574709fdec80f739e868a015e06f90a6c31,8d9c10da726b2e7cfcfd34b3342ac574709fdec80f739e868a015e06f90a6c31,true,true
323,val-000323,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,7b14ad1103694085ddd6c71590624b54b1d99230e3cb387fcfe394452dada42d,,,false
324,val-000324,keep,present_in_legacy_filtered_derivative,e6738463ce6323b86172833d6d11458a0ac00e48a76437984ea29fab66691a9a,2351cb4e804324e47a30e5b4cf69a013e076652b5569d66d90e95f2c7b342595,false,true
325,val-000325,keep,present_in_legacy_filtered_derivative,7ae25e8cacd3b0d3c8b69749594e8fc357937ce284a4376c90fb7d560bd4157c,7ae25e8cacd3b0d3c8b69749594e8fc357937ce284a4376c90fb7d560bd4157c,true,true
326,val-000326,keep,present_in_legacy_filtered_derivative,3a33b98c4559fe6ba6cb1c87476579eb3551dedbd2f9c5e4146a3aecaa30e028,3a33b98c4559fe6ba6cb1c87476579eb3551dedbd2f9c5e4146a3aecaa30e028,true,true
327,val-000327,keep,present_in_legacy_filtered_derivative,74b121cb68fbe39987bcbb67e7e7232d95a0e9ceefe74f748099b7eb3ef86d37,74b121cb68fbe39987bcbb67e7e7232d95a0e9ceefe74f748099b7eb3ef86d37,true,true
328,val-000328,keep,present_in_legacy_filtered_derivative,fb02fea16f88e77c1107df54ef71fa7f8acdc9624f75900879b95e4138f5261f,fb02fea16f88e77c1107df54ef71fa7f8acdc9624f75900879b95e4138f5261f,true,true
329,val-000329,keep,present_in_legacy_filtered_derivative,8f9c1050869ff7f350b3131621c8d5fa5a73df2efd57b6fb151f24a78ddffa21,8f9c1050869ff7f350b3131621c8d5fa5a73df2efd57b6fb151f24a78ddffa21,true,true
330,val-000330,keep,present_in_legacy_filtered_derivative,2c9ea84c95b9a79458347e0b21aef87f066c62eaa125022eb351df41ce463a0b,2c9ea84c95b9a79458347e0b21aef87f066c62eaa125022eb351df41ce463a0b,true,true
331,val-000331,keep,present_in_legacy_filtered_derivative,e79ce8c48494d2d924c6340c5e687a77c415340cfac80ca3ca52f58e648f136f,e79ce8c48494d2d924c6340c5e687a77c415340cfac80ca3ca52f58e648f136f,true,true
332,val-000332,keep,present_in_legacy_filtered_derivative,314bdb697e6449bab31b3ed08e328bdb8aaa8f149a5921588ef5bfd9287e893b,314bdb697e6449bab31b3ed08e328bdb8aaa8f149a5921588ef5bfd9287e893b,true,true
333,val-000333,keep,present_in_legacy_filtered_derivative,4754789a7db76f37aa7064623fd341225df3d29742cf3edb922b2af637ea56d9,4754789a7db76f37aa7064623fd341225df3d29742cf3edb922b2af637ea56d9,true,true
334,val-000334,keep,present_in_legacy_filtered_derivative,7b9277aec6946816b2997b33ca4488c6506a31de919bb67b17ff2c1a4f50e6d7,7b9277aec6946816b2997b33ca4488c6506a31de919bb67b17ff2c1a4f50e6d7,true,true
335,val-000335,keep,present_in_legacy_filtered_derivative,6277f03799f1310172c1b5a6ebb2c1202969d6a26562bb8fc17f880311dbaea4,6277f03799f1310172c1b5a6ebb2c1202969d6a26562bb8fc17f880311dbaea4,true,true
336,val-000336,keep,present_in_legacy_filtered_derivative,2ecb025c817b5fc409a422f14beb6ffff60f5348ab6f6dc3dd7d71f47754994c,2ecb025c817b5fc409a422f14beb6ffff60f5348ab6f6dc3dd7d71f47754994c,true,true
337,val-000337,keep,present_in_legacy_filtered_derivative,2ae22eadb9517ea296097d1f8dc8d7ddb5b0eb38143dc26ac89b658205336c06,2ae22eadb9517ea296097d1f8dc8d7ddb5b0eb38143dc26ac89b658205336c06,true,true
338,val-000338,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,4fff831f2e3e79e84967a71fe79a8555f7474d48b3efe46ed65fb00bbaa3363a,,,false
339,val-000339,keep,present_in_legacy_filtered_derivative,578d93debaa39506afbc2555602fff5556fdc03c25f7c4b976ccd11d7aa3223b,578d93debaa39506afbc2555602fff5556fdc03c25f7c4b976ccd11d7aa3223b,true,true
340,val-000340,keep,present_in_legacy_filtered_derivative,4bd8de19842c66361857cac17a016d00d91b3c49859493accb30086ebbed0922,4bd8de19842c66361857cac17a016d00d91b3c49859493accb30086ebbed0922,true,true
341,val-000341,keep,present_in_legacy_filtered_derivative,c2ecd13bae545aa468836dcc6435e24e905cd40f21ea4f8b9c9a3cc36b00be10,c2ecd13bae545aa468836dcc6435e24e905cd40f21ea4f8b9c9a3cc36b00be10,true,true
342,val-000342,keep,present_in_legacy_filtered_derivative,c37b225fabb8d12179dadd7c12bffb9f0c81f4a88a1574c99def9ae7cd0e1609,c37b225fabb8d12179dadd7c12bffb9f0c81f4a88a1574c99def9ae7cd0e1609,true,true
343,val-000343,keep,present_in_legacy_filtered_derivative,858308cfbee5aeccc699413129e76a301fffc00477ef4e9cfbb8b3d13b439532,858308cfbee5aeccc699413129e76a301fffc00477ef4e9cfbb8b3d13b439532,true,true
344,val-000344,keep,present_in_legacy_filtered_derivative,69b955f361e9be203d7a4805cfa0ac91b5a7f5f784af841d467a2223d74892cb,69b955f361e9be203d7a4805cfa0ac91b5a7f5f784af841d467a2223d74892cb,true,true
345,val-000345,keep,present_in_legacy_filtered_derivative,d10ee15d0d24f9241ae1b25f5e4452a227c973697b035e62d9bcb7ef4d399b73,d10ee15d0d24f9241ae1b25f5e4452a227c973697b035e62d9bcb7ef4d399b73,true,true
346,val-000346,keep,present_in_legacy_filtered_derivative,597136474566357123c1b02a975b3c200e5997b690184d49807b44eb64ea51c5,597136474566357123c1b02a975b3c200e5997b690184d49807b44eb64ea51c5,true,true
347,val-000347,keep,present_in_legacy_filtered_derivative,29960f2ccdda34e4c2bbcef639dad79b0783d6f498b2267634155011701df059,29960f2ccdda34e4c2bbcef639dad79b0783d6f498b2267634155011701df059,true,true
348,val-000348,keep,present_in_legacy_filtered_derivative,5c04a440ecf614037cddf2761aa40a9dc00d898b78b2b121590640ffdda911d4,7c037757bc14a297e18bfd35dc0ca2f34468103ce1d08127e7619072dfb78996,false,true
349,val-000349,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,26cea0abeb43e67b51c3c6ba4a7d7167acab1a34a6e70d20dd98c8fe07ad3520,,,false
350,val-000350,keep,present_in_legacy_filtered_derivative,6d19b90aa3615625574152d6a1ad5e4e0265dc3d2be57610dd128962e57871bc,6d19b90aa3615625574152d6a1ad5e4e0265dc3d2be57610dd128962e57871bc,true,true
351,val-000351,keep,present_in_legacy_filtered_derivative,4d1b648bdf2d14b1e938b1365f0e148c40f390a70d56cb04eebc9cfc03230cd8,4d1b648bdf2d14b1e938b1365f0e148c40f390a70d56cb04eebc9cfc03230cd8,true,true
352,val-000352,keep,present_in_legacy_filtered_derivative,f90c93a16198e2362ca35b1e41dfd10acf48689e6fff51825ad269c4619a19d8,f90c93a16198e2362ca35b1e41dfd10acf48689e6fff51825ad269c4619a19d8,true,true
353,val-000353,keep,present_in_legacy_filtered_derivative,95e5f2d591336b3e38b7363732cb3c16d8dd43ea54ba216f78e99ddb0042bc50,95e5f2d591336b3e38b7363732cb3c16d8dd43ea54ba216f78e99ddb0042bc50,true,true
354,val-000354,keep,present_in_legacy_filtered_derivative,010b34f940499357254dcb3d4d088567ec5e27594153190bb74c058a569ff913,010b34f940499357254dcb3d4d088567ec5e27594153190bb74c058a569ff913,true,true
355,val-000355,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,9506db04c0c2f2eaa6275b1455a28f241994e0485f1f8f4438b87f5471207c67,,,false
356,val-000356,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,cafb790d839700d8e907a56025815238ec5e4d539aa575d24907550ace2acee6,,,false
357,val-000357,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,839224c2238354894b1e2df8591268fece5f38b055f1d42e393c71332ef94b45,,,false
358,val-000358,keep,present_in_legacy_filtered_derivative,0fc2e5c692794f57ec6173f764e8e228cd3da2ffc9ca356caa27b8b39239b81a,0fc2e5c692794f57ec6173f764e8e228cd3da2ffc9ca356caa27b8b39239b81a,true,true
359,val-000359,keep,present_in_legacy_filtered_derivative,3c5bacc27cb37fb75115e5aa2950d5f41dbda517ba99cbf0cbc3f5beecf9f810,3c5bacc27cb37fb75115e5aa2950d5f41dbda517ba99cbf0cbc3f5beecf9f810,true,true
360,val-000360,keep,present_in_legacy_filtered_derivative,32fe7f108c11e551102f58f98654a5eeb5f3187e71f9344fa7ea7cd73c54c623,32fe7f108c11e551102f58f98654a5eeb5f3187e71f9344fa7ea7cd73c54c623,true,true
361,val-000361,keep,present_in_legacy_filtered_derivative,af5f2bf700b3f3efbeb2daecb306b58d0d296b1cd777a5c805a4035cec27b07d,af5f2bf700b3f3efbeb2daecb306b58d0d296b1cd777a5c805a4035cec27b07d,true,true
362,val-000362,keep,present_in_legacy_filtered_derivative,284e6de35ccfc315baab61ef16904de7f5572af14e1396bfe00c4314dabc730d,284e6de35ccfc315baab61ef16904de7f5572af14e1396bfe00c4314dabc730d,true,true
363,val-000363,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,b23741c6deebfd891f709a20e07d3f95d025fff020c412f0a65c3623cf14191e,,,false
364,val-000364,keep,present_in_legacy_filtered_derivative,7538398121de0c8b64583a6662ba1682fe0e5d84d067a3691588a3eec3f426fa,7538398121de0c8b64583a6662ba1682fe0e5d84d067a3691588a3eec3f426fa,true,true
365,val-000365,keep,present_in_legacy_filtered_derivative,3a2867a87b7502cc01e70d374e077bc538fe7a9f02320aae31568fb370d29968,3a2867a87b7502cc01e70d374e077bc538fe7a9f02320aae31568fb370d29968,true,true
366,val-000366,keep,present_in_legacy_filtered_derivative,42ef815aa5f03abc6851bdfd220439505a863fd261b25e3e749b65429466c231,42ef815aa5f03abc6851bdfd220439505a863fd261b25e3e749b65429466c231,true,true
367,val-000367,keep,present_in_legacy_filtered_derivative,451a65b7ea4ef402d3e6e0dd2658cf576662534969fb14a45f20b81668f8fd5a,451a65b7ea4ef402d3e6e0dd2658cf576662534969fb14a45f20b81668f8fd5a,true,true
368,val-000368,keep,present_in_legacy_filtered_derivative,e9a757e9375878bed295d962a783cdf6d0edd3fe177346ff0cbdee38d1d6a2e0,e9a757e9375878bed295d962a783cdf6d0edd3fe177346ff0cbdee38d1d6a2e0,true,true
369,val-000369,keep,present_in_legacy_filtered_derivative,7325af59872db65b74d31882e0e88f4cc14cdf4da506bde8a03bd81d9f91a827,7325af59872db65b74d31882e0e88f4cc14cdf4da506bde8a03bd81d9f91a827,true,true
370,val-000370,keep,present_in_legacy_filtered_derivative,d7bc6017595b3d75337441139e9f50c20e64f113ac3d3f04e32d15c893123c06,d7bc6017595b3d75337441139e9f50c20e64f113ac3d3f04e32d15c893123c06,true,true
371,val-000371,keep,present_in_legacy_filtered_derivative,083f4cc615eea70b517d30011ec98e09ea0838b6ef126e153453e9a2f6bb0aa1,083f4cc615eea70b517d30011ec98e09ea0838b6ef126e153453e9a2f6bb0aa1,true,true
372,val-000372,keep,present_in_legacy_filtered_derivative,e8d2b6c2dafce4224447ff1acca1d71f103105abf41c296bf59252f2d29acb2e,5ecf59f74666232fe4f3b06ec33b21b2be79257c3b96b919282b053c5f4dde04,false,true
373,val-000373,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,3bfbc64b260e3b478506ba31d1b603c71441aa969c658bf5e72a12d5653a05e9,,,false
374,val-000374,keep,present_in_legacy_filtered_derivative,045df7876dd92b9b0eb5010a6b3f039821b1949af7acb1a8222112849919ad4e,045df7876dd92b9b0eb5010a6b3f039821b1949af7acb1a8222112849919ad4e,true,true
375,val-000375,keep,present_in_legacy_filtered_derivative,242b9b02860b5989e402543b82a9623a3002dfa13e3f053df626bfc11c2cab7c,242b9b02860b5989e402543b82a9623a3002dfa13e3f053df626bfc11c2cab7c,true,true
