stage,effort,id,variant,problem_type,is_hard_type,has_unit,length_bucket,answer_sign,answer_magnitude,label,response_completed,truncated,incomplete_reason,json_parsed,schema_valid,status,issue_type,predicted_answer,label_match,validation_flags,output_tokens,reasoning_tokens
comparison,medium,train-012715,b,arithmetic_word_problem,False,False,le128,negative,d3,-150,True,False,,True,True,solved,none,-150,True,not_checked_complex_expression,381,115
comparison,medium,train-012887,a,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,560,345
comparison,medium,train-012887,b,arithmetic_word_problem,False,True,gt512,positive,d2,15,True,False,,True,True,solved,none,13,False,label_mismatch|not_checked_complex_expression,635,397
comparison,medium,train-013689,a,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,380,238
comparison,medium,train-013689,b,geometry,True,False,257_512,zero,d1,0,True,False,,True,True,unsuitable,non_numeric_answer,,False,unsuitable:non_numeric_answer,641,410
comparison,medium,train-014215,a,geometry,True,True,gt512,positive,d4_5,21586,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,6144,6144
comparison,medium,train-014215,b,geometry,True,True,gt512,positive,d4_5,21586,False,True,max_output_tokens,False,False,missing,missing,,False,response_incomplete:max_output_tokens,6144,6144
comparison,medium,train-014786,a,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,1708,1440
comparison,medium,train-014786,b,algebra,False,False,129_256,negative,d3,-123,True,False,,True,True,unsuitable,other,,False,unsuitable:other,801,496
comparison,medium,train-015243,a,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,not_checked_complex_expression,157,0
comparison,medium,train-015243,b,combinatorics_probability,True,True,257_512,positive,d3,400,True,False,,True,True,solved,none,400,True,not_checked_complex_expression,150,0
comparison,medium,train-015366,a,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,409,93
comparison,medium,train-015366,b,number_theory,True,True,257_512,positive,d4_5,3750,True,False,,True,True,solved,none,3750,True,not_checked_complex_expression,368,72
comparison,medium,train-015402,a,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,275,51
comparison,medium,train-015402,b,algebra,False,False,le128,negative,d2,-44,True,False,,True,True,solved,none,-44,True,not_checked_complex_expression,300,52
comparison,medium,train-015589,a,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,352,66
comparison,medium,train-015589,b,geometry,True,False,le128,zero,d1,0,True,False,,True,True,solved,none,0,True,not_checked_complex_expression,393,123
