custom_id,row_id,effort,variant,reusable_for_free_reanalysis,reason_codes,manifest_answer_hidden,request_body_hash_reproduced,raw_response_exists
p2_r4_audit_train-013018_a_medium_2fb9821299dd,train-013018,medium,a,True,,True,True,True
p2_r4_audit_train-013018_b_low_08a9c27e45a9,train-013018,low,b,True,,True,True,True
p2_r4_audit_train-013018_b_medium_ae35fc655f08,train-013018,medium,b,True,,True,True,True
p2_r4_audit_train-013231_a_low_eca19c5b0d58,train-013231,low,a,True,,True,True,True
p2_r4_audit_train-013231_a_medium_3dca78d6ab2e,train-013231,medium,a,True,,True,True,True
p2_r4_audit_train-013231_b_low_1793324e0758,train-013231,low,b,True,,True,True,True
p2_r4_audit_train-013231_b_medium_18f474a6e629,train-013231,medium,b,True,,True,True,True
p2_r4_audit_train-013275_a_low_7f324941dd57,train-013275,low,a,True,,True,True,True
p2_r4_audit_train-013275_a_medium_afb4dd9fb017,train-013275,medium,a,True,,True,True,True
p2_r4_audit_train-013275_b_low_a8b25b313576,train-013275,low,b,True,,True,True,True
p2_r4_audit_train-013275_b_medium_2300128f7e57,train-013275,medium,b,True,,True,True,True
p2_r4_audit_train-013362_a_low_cf17533dc9c2,train-013362,low,a,True,,True,True,True
p2_r4_audit_train-013362_a_medium_a563a1e924d4,train-013362,medium,a,True,,True,True,True
p2_r4_audit_train-013362_b_low_b19698b36777,train-013362,low,b,True,,True,True,True
p2_r4_audit_train-013362_b_medium_5a813a7bddda,train-013362,medium,b,True,,True,True,True
p2_r4_audit_train-013384_a_low_165f1faf8d06,train-013384,low,a,True,,True,True,True
p2_r4_audit_train-013384_a_medium_2de3d9199ba7,train-013384,medium,a,True,,True,True,True
p2_r4_audit_train-013384_b_low_e5eec07dc087,train-013384,low,b,True,,True,True,True
p2_r4_audit_train-013384_b_medium_c386a50a496b,train-013384,medium,b,True,,True,True,True
p2_r4_audit_train-013436_a_low_78635677acf6,train-013436,low,a,True,,True,True,True
p2_r4_audit_train-013436_a_medium_54dacc74e7e7,train-013436,medium,a,True,,True,True,True
p2_r4_audit_train-013436_b_low_72a2560191ea,train-013436,low,b,True,,True,True,True
p2_r4_audit_train-013436_b_medium_23dedad51bd0,train-013436,medium,b,True,,True,True,True
p2_r4_audit_train-013679_a_low_73b2ed4c2415,train-013679,low,a,True,,True,True,True
p2_r4_audit_train-013679_a_medium_78632a44f483,train-013679,medium,a,True,,True,True,True
p2_r4_audit_train-013679_b_low_ebad063a4d77,train-013679,low,b,True,,True,True,True
p2_r4_audit_train-013679_b_medium_679ce4fcc750,train-013679,medium,b,True,,True,True,True
p2_r4_audit_train-013682_a_low_3e604d865b38,train-013682,low,a,True,,True,True,True
p2_r4_audit_train-013682_a_medium_31d33227098f,train-013682,medium,a,True,,True,True,True
p2_r4_audit_train-013682_b_low_bab9d7724169,train-013682,low,b,True,,True,True,True
p2_r4_audit_train-013682_b_medium_df891e27ebb0,train-013682,medium,b,True,,True,True,True
p2_r4_audit_train-013689_a_low_ce83603c8a99,train-013689,low,a,True,,True,True,True
p2_r4_audit_train-013689_a_medium_c3605624d8a5,train-013689,medium,a,True,,True,True,True
p2_r4_audit_train-013689_b_low_09f87d41a94d,train-013689,low,b,True,,True,True,True
p2_r4_audit_train-013689_b_medium_8d3ebba3c43c,train-013689,medium,b,True,,True,True,True
p2_r4_audit_train-013959_a_low_0bf0edb7ed4b,train-013959,low,a,True,,True,True,True
p2_r4_audit_train-013959_a_medium_d2b9e1cda2ab,train-013959,medium,a,True,,True,True,True
p2_r4_audit_train-013959_b_low_60b29748cb07,train-013959,low,b,True,,True,True,True
p2_r4_audit_train-013959_b_medium_23ebf0090f10,train-013959,medium,b,True,,True,True,True
p2_r4_audit_train-014050_a_low_ea2b5a26367d,train-014050,low,a,True,,True,True,True
p2_r4_audit_train-014050_a_medium_03ba9e5ef720,train-014050,medium,a,True,,True,True,True
p2_r4_audit_train-014050_b_low_fb0b79f5e4a2,train-014050,low,b,True,,True,True,True
p2_r4_audit_train-014050_b_medium_caf9e37e62a7,train-014050,medium,b,True,,True,True,True
p2_r4_audit_train-014215_a_low_c2051f7ec7c8,train-014215,low,a,True,,True,True,True
p2_r4_audit_train-014215_a_medium_fc5ab2dff2f5,train-014215,medium,a,True,,True,True,True
p2_r4_audit_train-014215_b_low_8e843703bbbf,train-014215,low,b,True,,True,True,True
p2_r4_audit_train-014215_b_medium_952c456e5d40,train-014215,medium,b,True,,True,True,True
p2_r4_audit_train-014786_a_low_7cf7d9592be5,train-014786,low,a,True,,True,True,True
p2_r4_audit_train-014786_a_medium_6c77f291ed0f,train-014786,medium,a,True,,True,True,True
p2_r4_audit_train-014786_b_low_698a86f2fdbc,train-014786,low,b,True,,True,True,True
p2_r4_audit_train-014786_b_medium_e1bc1ef6a8fc,train-014786,medium,b,True,,True,True,True
p2_r4_audit_train-014814_a_low_6792ce7386cf,train-014814,low,a,True,,True,True,True
p2_r4_audit_train-014814_a_medium_eaf27f50905d,train-014814,medium,a,True,,True,True,True
p2_r4_audit_train-014814_b_low_b56bba03f3ff,train-014814,low,b,True,,True,True,True
p2_r4_audit_train-014814_b_medium_961ec0e883f4,train-014814,medium,b,True,,True,True,True
p2_r4_audit_train-015243_a_low_e408c6f00f1a,train-015243,low,a,True,,True,True,True
p2_r4_audit_train-015243_a_medium_25c60afaaf1d,train-015243,medium,a,True,,True,True,True
p2_r4_audit_train-015243_b_low_53a54784f0a6,train-015243,low,b,True,,True,True,True
p2_r4_audit_train-015243_b_medium_d7d2f8ca5a84,train-015243,medium,b,True,,True,True,True
p2_r4_audit_train-015366_a_low_7e73a6cb06e0,train-015366,low,a,True,,True,True,True
p2_r4_audit_train-015366_a_medium_9889f5d3067f,train-015366,medium,a,True,,True,True,True
p2_r4_audit_train-015366_b_low_35017c4ca6d6,train-015366,low,b,True,,True,True,True
p2_r4_audit_train-015366_b_medium_e002f1485265,train-015366,medium,b,True,,True,True,True
p2_r4_audit_train-015491_a_low_94dbfd7b2a26,train-015491,low,a,True,,True,True,True
p2_r4_audit_train-015491_a_medium_87b309572319,train-015491,medium,a,True,,True,True,True
p2_r4_audit_train-015491_b_low_62d23c52f389,train-015491,low,b,True,,True,True,True
p2_r4_audit_train-015491_b_medium_b48e8c94239d,train-015491,medium,b,True,,True,True,True
p2_r4_audit_train-015551_a_low_005b66904537,train-015551,low,a,True,,True,True,True
p2_r4_audit_train-015551_a_medium_50c60704724b,train-015551,medium,a,True,,True,True,True
p2_r4_audit_train-015551_b_low_fb8efcec370a,train-015551,low,b,True,,True,True,True
p2_r4_audit_train-015551_b_medium_8cc38326c055,train-015551,medium,b,True,,True,True,True
p2_r4_audit_train-015589_a_low_dda567bbb71a,train-015589,low,a,True,,True,True,True
p2_r4_audit_train-015589_a_medium_6d95550575e5,train-015589,medium,a,True,,True,True,True
p2_r4_audit_train-015589_b_low_fc467301fb07,train-015589,low,b,True,,True,True,True
p2_r4_audit_train-015589_b_medium_45655f6dc37b,train-015589,medium,b,True,,True,True,True
p2_r4_audit_train-015648_a_low_9132685a81bd,train-015648,low,a,True,,True,True,True
p2_r4_audit_train-015648_a_medium_3d752550c3c3,train-015648,medium,a,True,,True,True,True
p2_r4_audit_train-015648_b_low_4407438b9ba9,train-015648,low,b,True,,True,True,True
p2_r4_audit_train-015648_b_medium_d7c56c0eed52,train-015648,medium,b,True,,True,True,True
p2_r4_audit_train-015695_a_low_b6825c024042,train-015695,low,a,True,,True,True,True
p2_r4_audit_train-015695_a_medium_901038321b45,train-015695,medium,a,True,,True,True,True
p2_r4_audit_train-015695_b_low_c05f39fa734f,train-015695,low,b,True,,True,True,True
p2_r4_audit_train-015695_b_medium_6ff975e0e088,train-015695,medium,b,True,,True,True,True
p2_r4_audit_train-016067_a_low_15161a9f4bb5,train-016067,low,a,True,,True,True,True
p2_r4_audit_train-016067_a_medium_8acbbbb9701c,train-016067,medium,a,True,,True,True,True
p2_r4_audit_train-016067_b_low_fd446cd814a1,train-016067,low,b,True,,True,True,True
p2_r4_audit_train-016067_b_medium_ae10a2751303,train-016067,medium,b,True,,True,True,True
p2_r4_audit_train-016338_a_low_d789de13a16c,train-016338,low,a,True,,True,True,True
p2_r4_audit_train-016338_a_medium_dbb504daa898,train-016338,medium,a,True,,True,True,True
p2_r4_audit_train-016338_b_low_e2a35c65d56e,train-016338,low,b,True,,True,True,True
p2_r4_audit_train-016338_b_medium_c0886e20ec06,train-016338,medium,b,True,,True,True,True
p2_r4_audit_train-016806_a_low_497982140f74,train-016806,low,a,True,,True,True,True
p2_r4_audit_train-016806_a_medium_90465b1f2889,train-016806,medium,a,True,,True,True,True
p2_r4_audit_train-016806_b_low_aeea0abfba1a,train-016806,low,b,True,,True,True,True
p2_r4_audit_train-016806_b_medium_cad1229e9e36,train-016806,medium,b,True,,True,True,True
p2_r4_audit_train-016837_a_low_ec2f32c5a31a,train-016837,low,a,True,,True,True,True
p2_r4_audit_train-016837_a_medium_43a3b41b664b,train-016837,medium,a,True,,True,True,True
p2_r4_audit_train-016837_b_low_21c329068ba1,train-016837,low,b,True,,True,True,True
p2_r4_audit_train-016837_b_medium_395c2caf32c9,train-016837,medium,b,True,,True,True,True
