row_number,id,source,source_row_idx,answer_type,final_answer,included,quality_tier,quality_score,f1_candidate,primary_exclusion_reason,exclusion_reasons,quality_flags,schema_valid,schema_errors,id_unique,id_provenance_consistent,messages_consistent,assistant_solution_consistent,last_final_line_consistent,solution_nonempty,solution_word_count,solution_char_count,length_band,problem_dependency_detected,tool_dependency_detected,truncation_detected,self_contradiction_detected,verifier_status,verifier_checked_equations,verifier_not_checked_expressions,verifier_failed_equations,verifier_coverage,manual_review_scope,manual_verdict,manual_error_type,manual_notes
963,omi2-000058746,augmented_math,58746,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,299,1539,preferred,false,false,false,false,not_checked,0,19,0,0.000000,,,,
964,omi2-000049342,augmented_math,49342,integer,-10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,103,466,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
965,omi2-000062361,augmented_math,62361,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,145,742,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
966,omi2-000062612,augmented_math,62612,integer,167,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,81,458,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
967,omi2-000028168,augmented_math,28168,integer,12,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,120,643,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
968,omi2-000011669,augmented_math,11669,fraction,4/13,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,121,641,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
969,omi2-000019718,augmented_math,19718,integer,-1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,312,2209,preferred,false,false,false,false,not_checked,0,14,0,0.000000,,,,
970,omi2-000054585,augmented_math,54585,integer,28,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,263,1207,preferred,false,false,false,false,not_checked,0,17,0,0.000000,,,,
971,omi2-000062050,augmented_math,62050,integer,209,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,157,737,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
972,omi2-000053922,augmented_math,53922,integer,15,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,133,650,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
973,omi2-000022904,augmented_math,22904,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,284,1266,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
974,omi2-000064259,augmented_math,64259,integer,-1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,176,857,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
975,omi2-000001661,augmented_gsm8k,1661,decimal,63.33,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer|truncated_solution,truncation:unfinished_operator_or_punctuation|verifier:not_checked,true,,true,true,true,true,true,true,221,1096,preferred,false,false,true,false,not_checked,0,5,0,0.000000,,,,
976,omi2-000016030,augmented_math,16030,fraction,8/5,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,240,1154,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
977,omi2-000004977,augmented_math,4977,fraction,1/2,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,441,2536,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
978,omi2-000030843,augmented_math,30843,integer,120,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,150,923,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
979,omi2-000038298,augmented_math,38298,integer,169,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,220,1000,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
980,omi2-000061367,math,61367,integer,2,true,medium,5,false,,,verifier:not_checked,true,,true,true,true,true,true,true,75,397,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
981,omi2-000056465,augmented_gsm8k,56465,integer,32,true,low,3,false,,,verifier:not_checked,true,,true,true,true,true,true,true,42,219,acceptable,false,false,false,false,not_checked,0,2,0,0.000000,,,,
982,omi2-000064542,augmented_math,64542,integer,50,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,128,679,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
983,omi2-000003955,augmented_math,3955,integer,11,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,155,641,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
984,omi2-000006359,augmented_math,6359,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,232,1029,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
985,omi2-000022171,augmented_math,22171,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,137,687,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
986,omi2-000045902,augmented_gsm8k,45902,integer,27,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,117,590,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
987,omi2-000033774,augmented_math,33774,integer,10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,402,2338,preferred,false,false,false,false,not_checked,0,12,0,0.000000,,,,
988,omi2-000015695,augmented_math,15695,integer,44,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,155,872,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
989,omi2-000053766,augmented_math,53766,integer,10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,376,1738,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
990,omi2-000031057,augmented_math,31057,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,124,722,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
991,omi2-000032292,augmented_math,32292,integer,20,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,339,1999,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
992,omi2-000054909,augmented_math,54909,fraction,40/3,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,63,311,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
993,omi2-000010174,augmented_math,10174,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,130,1187,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
994,omi2-000035415,augmented_gsm8k,35415,integer,18,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,81,353,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
995,omi2-000010099,augmented_math,10099,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,186,939,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
996,omi2-000040568,augmented_math,40568,decimal,13.33,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,142,766,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
997,omi2-000057573,augmented_math,57573,fraction,91/406,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,140,846,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
998,omi2-000057305,augmented_math,57305,integer,12,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,230,1148,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
999,omi2-000022238,augmented_math,22238,integer,50,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,167,863,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1000,omi2-000013165,augmented_math,13165,integer,150,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,358,2078,preferred,false,false,false,false,not_checked,0,16,0,0.000000,,,,
1001,omi2-000043971,augmented_math,43971,fraction,86/663,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,257,1346,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1002,omi2-000044592,augmented_math,44592,fraction,49/4,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,362,1982,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1003,omi2-000059332,augmented_math,59332,integer,360,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,57,307,acceptable,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1004,omi2-000020022,augmented_math,20022,integer,122,false,excluded,0,false,detectable_self_contradiction,detectable_self_contradiction,contradiction:explicit_unresolved_error_statement|verifier:not_checked,true,,true,true,true,true,true,true,598,3282,acceptable,false,false,false,true,not_checked,0,5,0,0.000000,,,,
1005,omi2-000044381,augmented_math,44381,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,147,814,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1006,omi2-000060504,augmented_math,60504,fraction,27/5,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,154,801,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1007,omi2-000063753,augmented_math,63753,integer,100,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,210,1127,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1008,omi2-000054365,augmented_gsm8k,54365,integer,234,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,131,706,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
1009,omi2-000032976,augmented_math,32976,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,299,1485,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
1010,omi2-000025114,augmented_math,25114,integer,181,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,183,936,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1011,omi2-000035217,augmented_gsm8k,35217,integer,375,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,135,687,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1012,omi2-000051273,augmented_math,51273,fraction,11/28,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,175,785,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
1013,omi2-000029638,augmented_math,29638,integer,180,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,196,1093,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1014,omi2-000015193,augmented_gsm8k,15193,integer,120,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,80,393,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1015,omi2-000005864,augmented_math,5864,fraction,5/4,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,359,1883,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1016,omi2-000059750,augmented_math,59750,fraction,3/13,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,177,1048,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1017,omi2-000020221,augmented_math,20221,integer,4,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,481,2332,acceptable,false,false,false,false,not_checked,0,16,0,0.000000,,,,
1018,omi2-000058533,augmented_gsm8k,58533,integer,912,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,121,651,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1019,omi2-000065410,augmented_math,65410,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,381,2031,preferred,false,false,false,false,not_checked,0,14,0,0.000000,,,,
1020,omi2-000028398,augmented_gsm8k,28398,integer,30,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,98,472,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1021,omi2-000001288,augmented_gsm8k,1288,integer,37,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,143,680,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1022,omi2-000043862,augmented_math,43862,integer,40,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,59,320,acceptable,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1023,omi2-000017052,augmented_math,17052,integer,5,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,122,818,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1024,omi2-000033232,augmented_math,33232,integer,1715,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,218,1075,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1025,omi2-000036848,augmented_math,36848,fraction,9/2,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,201,1124,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
1026,omi2-000042457,augmented_math,42457,integer,42,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,164,850,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1027,omi2-000018017,augmented_gsm8k,18017,integer,790,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,74,349,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1028,omi2-000050599,augmented_gsm8k,50599,integer,2800,true,low,3,false,,,verifier:not_checked,true,,true,true,true,true,true,true,58,336,acceptable,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1029,omi2-000021409,augmented_math,21409,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,131,651,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1030,omi2-000050460,augmented_math,50460,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,247,1388,preferred,false,false,false,false,not_checked,0,13,0,0.000000,,,,
1031,omi2-000059796,augmented_math,59796,fraction,10/21,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,295,1712,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1032,omi2-000059847,augmented_math,59847,integer,-2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,237,1222,preferred,false,false,false,false,not_checked,0,13,0,0.000000,,,,
1033,omi2-000032541,augmented_math,32541,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,388,2257,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1034,omi2-000027357,augmented_gsm8k,27357,integer,45,true,low,3,false,,,verifier:not_checked,true,,true,true,true,true,true,true,58,263,acceptable,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1035,omi2-000030156,augmented_math,30156,integer,221,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,176,1007,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
1036,omi2-000058197,augmented_gsm8k,58197,integer,3600,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,113,604,preferred,false,false,false,false,passed_partial,1,2,0,0.333333,,,,
1037,omi2-000010713,augmented_math,10713,integer,-2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,392,1906,preferred,false,false,false,false,not_checked,0,19,0,0.000000,,,,
1038,omi2-000012504,augmented_gsm8k,12504,integer,960,true,high,6,true,,,verifier:partial_coverage,true,,true,true,true,true,true,true,88,423,preferred,false,false,false,false,passed_partial,2,1,0,0.666667,,,,
1039,omi2-000004340,augmented_gsm8k,4340,integer,78,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,101,531,preferred,false,false,false,false,passed_partial,1,2,0,0.333333,,,,
1040,omi2-000063050,augmented_gsm8k,63050,integer,52,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,168,852,preferred,false,false,false,false,passed_partial,1,5,0,0.166667,,,,
1041,omi2-000019909,augmented_math,19909,integer,17,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,144,677,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1042,omi2-000044034,augmented_math,44034,integer,289,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,475,2675,acceptable,false,false,false,false,not_checked,0,9,0,0.000000,,,,
1043,omi2-000016049,augmented_math,16049,integer,48,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,180,556,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1044,omi2-000057779,augmented_math,57779,integer,4128,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,168,874,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1045,omi2-000027978,augmented_math,27978,integer,5,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,126,664,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1046,omi2-000016288,augmented_gsm8k,16288,decimal,14.40,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,99,516,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1047,omi2-000029144,augmented_math,29144,integer,6,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,155,761,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1048,omi2-000059267,augmented_math,59267,fraction,20/3,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,185,961,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1049,omi2-000040234,augmented_math,40234,integer,3,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,205,919,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1050,omi2-000036246,augmented_math,36246,decimal,47.5,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,108,586,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
1051,omi2-000018231,augmented_math,18231,integer,1009,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,129,694,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1052,omi2-000064441,augmented_math,64441,integer,54,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,188,897,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1053,omi2-000042165,augmented_math,42165,integer,10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,273,1331,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
1054,omi2-000045388,augmented_math,45388,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,159,1164,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
1055,omi2-000021871,augmented_math,21871,integer,30,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,340,1326,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
1056,omi2-000008608,augmented_math,8608,integer,455,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,133,699,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1057,omi2-000011269,augmented_math,11269,fraction,44/333,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,104,589,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
1058,omi2-000024273,augmented_math,24273,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,167,775,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1059,omi2-000017937,augmented_math,17937,integer,21712,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,406,2167,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1060,omi2-000034095,augmented_math,34095,integer,700,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,425,2089,preferred,false,false,false,false,not_checked,0,14,0,0.000000,,,,
1061,omi2-000007194,augmented_math,7194,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,216,982,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1062,omi2-000057876,augmented_math,57876,integer,6,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,189,989,preferred,false,false,false,false,not_checked,0,13,0,0.000000,,,,
1063,omi2-000037900,augmented_math,37900,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,318,1674,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
1064,omi2-000039155,augmented_math,39155,integer,252,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,136,746,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1065,omi2-000034236,augmented_math,34236,integer,-1,false,excluded,0,false,external_visual_or_problem_code_dependency,external_visual_or_problem_code_dependency,problem:external_visual_or_code_dependency|verifier:not_checked,true,,true,true,true,true,true,true,162,739,preferred,true,false,false,false,not_checked,0,7,0,0.000000,,,,
1066,omi2-000036091,augmented_math,36091,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,138,679,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
1067,omi2-000019935,augmented_math,19935,integer,5,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,54,277,acceptable,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1068,omi2-000065129,augmented_math,65129,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,252,1146,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
1069,omi2-000006751,augmented_gsm8k,6751,integer,24,true,high,6,true,,,verifier:partial_coverage,true,,true,true,true,true,true,true,95,512,preferred,false,false,false,false,passed_partial,2,1,0,0.666667,,,,
1070,omi2-000013395,augmented_math,13395,integer,117,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,213,1100,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1071,omi2-000005248,augmented_gsm8k,5248,integer,376,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,108,547,preferred,false,false,false,false,passed_partial,1,2,0,0.333333,,,,
1072,omi2-000054743,augmented_math,54743,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,237,1293,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1073,omi2-000007814,augmented_math,7814,integer,96,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,162,754,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1074,omi2-000029789,augmented_math,29789,fraction,9/4,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,98,604,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
1075,omi2-000031324,augmented_math,31324,fraction,179/330,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,111,663,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
1076,omi2-000025581,augmented_math,25581,integer,0,false,excluded,0,false,detectable_self_contradiction,detectable_self_contradiction,contradiction:multiple_unresolved_correction_markers|contradiction:explicit_unresolved_error_statement|verifier:not_checked,true,,true,true,true,true,true,true,371,2218,preferred,false,false,false,true,not_checked,0,7,0,0.000000,,,,
1077,omi2-000013310,augmented_math,13310,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,153,581,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
1078,omi2-000044471,augmented_math,44471,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,71,375,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
1079,omi2-000007815,augmented_math,7815,decimal,27.02,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,191,1099,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1080,omi2-000000840,augmented_math,840,integer,-2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,170,742,preferred,false,false,false,false,not_checked,0,12,0,0.000000,,,,
1081,omi2-000034026,augmented_gsm8k,34026,integer,40,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,88,417,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1082,omi2-000057444,augmented_math,57444,integer,800,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,160,917,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1083,omi2-000037764,augmented_math,37764,decimal,0.075,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,145,709,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
1084,omi2-000021398,augmented_math,21398,fraction,49/50,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,357,2297,preferred,false,false,false,false,not_checked,0,12,0,0.000000,,,,
1085,omi2-000033406,augmented_math,33406,integer,66,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,97,514,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
1086,omi2-000025221,augmented_gsm8k,25221,integer,7,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,60,301,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1087,omi2-000009983,augmented_math,9983,integer,5,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,99,504,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1088,omi2-000038309,augmented_gsm8k,38309,integer,90,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,83,397,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
1089,omi2-000053546,augmented_math,53546,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,299,1799,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1090,omi2-000045409,augmented_math,45409,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,239,1429,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
1091,omi2-000064121,augmented_math,64121,fraction,91/216,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,162,872,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
1092,omi2-000019577,augmented_math,19577,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,257,1194,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1093,omi2-000004828,augmented_math,4828,integer,7,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,111,556,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
1094,omi2-000058816,augmented_math,58816,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,277,1731,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
1095,omi2-000052472,augmented_math,52472,integer,23,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,247,1345,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
