id,decision,reason_codes,problem_type,question_length,length_bucket,answer_sign,answer_magnitude,has_unit,is_hard_type,template_sha256,leaderboard_near_score,leaderboard_match_id
train-001950,eligible,,arithmetic_word_problem,319,257_512,positive,d3,True,False,9a42c60feb1a7ed0dfda4ca1c0c2809bf38e651f1fab973f17762dbe875e8b24,,
train-001952,eligible,,algebra,137,129_256,negative,d1,False,False,c856b953697c17544aa15f0a04ce7bcb63eb892518059d6958686f8bd31c5862,,
train-001953,eligible,,arithmetic_word_problem,86,le128,positive,d1,False,False,8ea8913610e4a21327f059b4e74ab608d7632515d1bfe434e2cbe4e35f1c2d43,,
train-001954,exclude,phase1_evaluation_id,arithmetic_word_problem,122,le128,positive,d6_plus,False,True,7c9ef89ad7eebe7c4c24065b30ad0f74dceb58e8cf527b6d0cc8f39c4862f513,,
train-001955,eligible,,arithmetic_word_problem,336,257_512,positive,d2,False,False,0eb70949eb0b073f4e65ebeec8a3b19b70e48d42603da3407ab641c39e219d75,,
train-001956,eligible,,arithmetic_word_problem,242,129_256,positive,d1,True,False,964a4d85a64c130858ea7b15fef2f221363bf56e3edb717fea7b23846c09a166,,
train-001957,eligible,,arithmetic_word_problem,155,129_256,positive,d1,False,False,9724e62dd72b426dba694b143f5a7ea59f943402e8b0aa7e1be1afcaeb7f0f4e,,
train-001958,eligible,,arithmetic_word_problem,281,257_512,positive,d1,True,False,1f8fdf22dcadb84656356a844fe27876151aacc27974fa90e5e179cba7cf0145,,
train-001959,eligible,,geometry,228,129_256,positive,d3,True,True,7dfe1fa70b4c9d42d273298a1552849dd6b56ceaf225ab1a6958085acd9f0417,,
train-001960,exclude,phase1_evaluation_id,geometry,78,le128,positive,d2,False,True,66033eca7bb79ca4042028643b9bc9904c46bc9062aeaa0825a80671edeac321,,
train-001961,eligible,,arithmetic_word_problem,121,le128,positive,d2,False,False,47ec61c948bd50fb8405b0406ca1328c1c928648ed30379b259c487030a98fc7,,
train-001962,exclude,phase1_evaluation_id,number_theory,323,257_512,positive,d6_plus,False,True,c067bf5d9af3d3aee69ee0ed2ec990a9b361562990df6cb8fb7268ce1e4b9c43,,
train-001963,eligible,,arithmetic_word_problem,57,le128,positive,d1,True,False,66cd0a5ff491a822f1bcd7f58345c5c8e2c7a7d4aa25a80904d3582b993faa8d,,
train-001964,eligible,,arithmetic_word_problem,457,257_512,positive,d2,False,False,0ae464595a66ac869f18d1fd1c9b27ad016ee9495995ec10c60122f110183dc3,,
train-001965,exclude,phase1_evaluation_id,arithmetic_word_problem,113,le128,positive,d2,True,False,78582234476abc3674735342f014d8ebc9226f1555c08cde473e5ffee9aa53ff,,
train-001966,eligible,,geometry,221,129_256,positive,d3,False,True,5613b626fa8d4aa162d282bc2a5bcd133a7219110f7f9183982caf08187ea58d,,
train-001967,eligible,,arithmetic_word_problem,260,257_512,positive,d2,False,False,5da5f165048b7343cf5c2469030170a374fd6c07e6403b655c9f873cd8b00b07,,
train-001968,eligible,,arithmetic_word_problem,173,129_256,positive,d2,False,False,5611f4c05b6dbaacabf11160fe17305829675a9a5b12bccd5baa5d1e87f06c73,,
train-001969,eligible,,arithmetic_word_problem,136,129_256,positive,d3,True,False,ae577c1c694ea4484f5e82bac55b4e5be14e8d0fecb311061e82ec756ae58dde,,
train-001970,eligible,,arithmetic_word_problem,200,129_256,positive,d2,False,False,faf615288f0ef101b586d5e66681ed39a367b3f9f2474d3aa3ab0f524f6194ef,,
train-001971,eligible,,arithmetic_word_problem,244,129_256,positive,d1,True,False,949a24176314f6ff1f4509e2d4c528b535fdc96fd4071fa9c5631104a06e1432,,
train-001972,phase2_effort_comparison,phase2_effort_comparison_excluded_from_sft,combinatorics_probability,416,257_512,positive,d3,True,True,3f7e6855fa64a6561c9e06a90303fc0b54a3d33d8d12eb4b629d1df680c0111f,,
train-001973,eligible,,arithmetic_word_problem,290,257_512,positive,d2,False,False,6e36479b1896c3b4c7502d580bce3973bf518378690b1d147f2dc5d31d23282f,,
train-001974,exclude,phase1_evaluation_id,geometry,513,gt512,positive,d1,False,True,d8772c18917be2b3d9216dee983461e13ab7a700283abcbd7eed118ee4968c8e,,
train-001975,eligible,,arithmetic_word_problem,339,257_512,positive,d1,False,False,15536f252b8c2bda2f9cf9af1c736ffea93063e42b3e7d4da2904df85706a990,,
train-001976,eligible,,arithmetic_word_problem,156,129_256,positive,d2,False,False,b72cc40cd7c191486d6a898175f99eb778b3ad0e6cd772ef5dba004561f489fd,,
train-001977,exclude,phase1_evaluation_id,arithmetic_word_problem,142,129_256,zero,d1,False,False,d8dc98f611520bfd8cd79fdb972f805489578ebef1eb89a5f1717d6524f2e6c2,,
train-001978,eligible,,arithmetic_word_problem,206,129_256,positive,d2,False,False,35e7f7bff2e407b634da7d5d01fdc7f567a92238e3f5d91ec04c9746314886cf,,
train-001979,eligible,,arithmetic_word_problem,164,129_256,positive,d2,False,False,0b08b742f874706833f6282b9c13bac47a31acdd9519733481705136d62498f7,,
train-001980,eligible,,arithmetic_word_problem,389,257_512,positive,d2,False,False,b5372f85b7751276b3831d54a506e90cf236e1ee23311745b94b069e4c219b61,,
train-001981,eligible,,arithmetic_word_problem,233,129_256,positive,d2,False,False,82fc187a7f77c38b47c967c93362d060da8a65b3b8382e762bf2507c7fd17c85,,
train-001982,eligible,,arithmetic_word_problem,202,129_256,positive,d1,False,False,ce0b8598baed1cbf669e4bf9de6f7b241c389acdd436b60cb107f0b4254073ef,,
train-001983,exclude,phase1_evaluation_id,arithmetic_word_problem,61,le128,positive,d1,False,False,664ba49963df6526876435780af35f1c81ed539bce3a74860c196b98d5afa0b1,,
train-001984,eligible,,geometry,117,le128,positive,d1,False,True,dd15ef4a887da9c26684cbad8ce1d5424f9e9edde1e9d571334eafb5265c3cb3,,
train-001985,eligible,,arithmetic_word_problem,188,129_256,positive,d1,False,False,1cb88efee57d87f48e972e666cdd0339366a7515607c7accd1dd97f89b8673ce,,
train-001986,eligible,,algebra,269,257_512,negative,d1,False,False,e2b1ebcba4a788365ba436bd668ed756e3a8252c8cc646d09a387e009d7f1a15,,
train-001987,eligible,,arithmetic_word_problem,123,le128,positive,d2,False,False,bc85f6629230e0bd2717306e1b5abac0dbdd241598fc3e46672a8078a3375778,,
train-001988,eligible,,arithmetic_word_problem,261,257_512,positive,d2,False,False,4233a0e4c2a478726c4b11a61003c8ab0e29af080bc6663c0a6e05a0062edaaf,,
train-001989,exclude,phase1_evaluation_id,arithmetic_word_problem,226,129_256,positive,d1,False,False,86f3e714aed13ce3b2f3443463de2b7b09e09bc95d8df9c7bcd246efbf83d67a,,
train-001990,eligible,,arithmetic_word_problem,181,129_256,positive,d2,False,False,47231acf0891cb34696b0f5a7bd6bddfe274f946d1aff13b8d0f5dca33673079,,
train-001991,eligible,,arithmetic_word_problem,439,257_512,positive,d3,True,False,4fd3b921f4e91cc293e49951a0afcb2bf65ef816c581354327a97a86234ccd89,,
train-001992,eligible,,arithmetic_word_problem,202,129_256,positive,d3,False,False,d33cf308c609079db68b9ba43702ff8a9842fa31a6b0d8ba2285104e05d24ece,,
train-001993,eligible,,arithmetic_word_problem,144,129_256,positive,d2,False,False,7c72489067d95fe04e863a2d29b6f90cb686ce845097cc65b32becf58b01f528,,
train-001994,eligible,,geometry,370,257_512,positive,d1,False,True,9fd2414e2defd9c080ce0dfe46c9319d49a265a37733f2eeb998d0ac760830a5,,
train-001995,eligible,,arithmetic_word_problem,153,129_256,positive,d1,False,False,9ff0b20765ef7ea7465ccac2892fcc130bc65014e9e672631c19e9a8caa97d54,,
train-001996,eligible,,arithmetic_word_problem,199,129_256,positive,d4_5,True,False,f979b94e5a5ab040d14360c6492b48f2e151be0051286653a94d89315078bbd1,,
train-001997,eligible,,arithmetic_word_problem,289,257_512,positive,d1,False,False,59aeb8d55ab6c974056a5864b95fe6490512abe8ba71fa48ff2a7a5a4330d4b2,,
train-001998,eligible,,arithmetic_word_problem,395,257_512,positive,d3,True,False,938761a63d4dfb5b6c7d09eb5c1a9f951bc5f3a9080a3211c5868032b66967e3,,
train-001999,eligible,,arithmetic_word_problem,165,129_256,positive,d2,True,False,02cef08ba0d6d5f33859dc6d839fdb910431dfe6151edfbd1f065e69c1b10f7d,,
train-002000,eligible,,arithmetic_word_problem,329,257_512,positive,d6_plus,False,True,01d44c1b628856c6db3d1b466c18eda4a5fab06a38230dd9f87cc98f2ffe7353,,
train-002001,eligible,,arithmetic_word_problem,163,129_256,positive,d3,True,False,13717ddd98acf125f0c5e363af2655a2e41d6f334791e3ed805486a53b4cd290,,
train-002002,eligible,,arithmetic_word_problem,164,129_256,positive,d3,True,False,4c0d9a8d6365af7b9409cd443a8930aa8e7cebf06db9e306847d6631c788d56d,,
train-002004,exclude,phase1_evaluation_id,arithmetic_word_problem,68,le128,positive,d2,False,False,d856da03d88e04e0c95e01ce6eeeead25eaa0247e3181ecbd7a4e7f239027004,,
train-002005,exclude,phase1_evaluation_id,arithmetic_word_problem,81,le128,positive,d1,False,False,31b6276e4fd715c9e96a4eb24ce71002d0a5146526b2b1fef4af459f9c263f9d,,
train-002006,eligible,,arithmetic_word_problem,157,129_256,positive,d2,False,False,ed443495aa6937dae076b3b82d78ecb6920957e7562438cef45113a69dcd1d4b,,
train-002007,eligible,,arithmetic_word_problem,226,129_256,positive,d2,False,False,6bdbf18ac95a71bb893820f2065fb6c5e6d2204a120cd851a46a2dea2f83e226,,
train-002008,eligible,,arithmetic_word_problem,88,le128,positive,d2,False,False,1fcbc1691f7b7e47e14f5e9f27eeb2e2a0bc5ef87a1a176c6123c542a8d3e601,,
train-002009,eligible,,arithmetic_word_problem,248,129_256,positive,d2,True,False,5edb89938350b82a00e6ceeff9b9565f7037890198465b96df8ba5e616103105,,
train-002010,eligible,,arithmetic_word_problem,238,129_256,positive,d2,True,False,4ff8e2d8069288b9a7f0d523958bc1f8d28a312731230c6b3cf80e99140eeb85,,
train-002012,exclude,phase1_evaluation_id|internal_template_duplicate,arithmetic_word_problem,255,129_256,positive,d3,True,False,891af9061287c1e7ebf9a04e8ff50739e8160b646584d4c385f05ec05569ea52,,
train-002013,eligible,,arithmetic_word_problem,111,le128,positive,d3,False,False,13f3eb67a6fbedf86b16112ed78547e4e6a6e79c4b4f01aadb674d6526bcac8e,,
train-002014,exclude,phase1_evaluation_id,geometry,205,129_256,zero,d1,False,True,b993d66d6bfb2ce2cb73e44c7ee40fa6790a863f3da021763803f31599b1237b,,
train-002015,eligible,,arithmetic_word_problem,176,129_256,positive,d2,False,False,442fc809ad1381d091c0841abb3b55e69a1ef1743189a736bbd1186611655552,,
train-002016,eligible,,arithmetic_word_problem,292,257_512,positive,d2,True,False,6f04cd87172bc9c3f49c145c209a78b86df81e85cd103dffec3eb9c7eb5ddce6,,
train-002017,eligible,,arithmetic_word_problem,210,129_256,positive,d3,True,False,82b3fa86c83aad0c257e7edf12dae57010b245536f0da977e9e1bd56ffc87ac6,,
train-002018,eligible,,geometry,149,129_256,positive,d4_5,False,True,c9ea87d9e27434e1d8f6fe4989febf59795be48559f6fed044df9b30078a4a86,,
train-002019,exclude,phase1_evaluation_id,combinatorics_probability,232,129_256,positive,d3,False,True,4ba792bd9883e4facaa19a6a960d7f191c3912bae195e8dc79e7fd8c9c7aea1f,,
train-002020,exclude,phase1_evaluation_id,arithmetic_word_problem,60,le128,positive,d1,False,False,eebfa4d5409bb5d718e99d5a444ee28cafc24f7148a2109b5bb0e4dc6b0bf713,,
train-002021,exclude,phase1_evaluation_id,algebra,77,le128,positive,d3,False,False,7b3a3b25fdbd36bd9a8274cad6790dfa7e99d1a2e54b8413d0be93c281ca4a8c,,
train-002022,eligible,,arithmetic_word_problem,264,257_512,positive,d2,False,False,0814d70e82a1514eefefc2f2b8fa929a5e1bb79dbe599a60f3774ffad84cddd1,,
train-002023,eligible,,arithmetic_word_problem,736,gt512,positive,d1,True,True,3f5473a7f1ee77606cd5b3eff4c0d5027a09564646252711335ad14db3cc0fb4,,
train-002024,eligible,,arithmetic_word_problem,41,le128,positive,d4_5,False,False,2cd2670612298ec11cd01fc05d36c362290940ff3997507572525fb916830c29,,
train-002025,phase2_effort_comparison,phase2_effort_comparison_excluded_from_sft,combinatorics_probability,357,257_512,positive,d4_5,True,True,275869e4d0664acbebc594113a710d15b7f756026160393c318df2e69f08dbb8,,
train-002026,eligible,,arithmetic_word_problem,256,129_256,positive,d2,False,False,8b2a9a6b219da4559ff433c5470c057beab1f22ba6d463587b61b3cbded6b82e,,
train-002027,eligible,,arithmetic_word_problem,199,129_256,negative,d2,False,False,aa5a668c452df13714ab2f29f413737350160e7058d65603ba0454d93e319baf,,
train-002028,eligible,,arithmetic_word_problem,127,le128,positive,d2,True,False,703e48a8d995e41c36e47652677a71fe837afffe26f7b357631c56af30ddefa7,,
train-002029,eligible,,geometry,185,129_256,positive,d3,True,True,28e7be98a2edc6b24591f8c15754f962d5eb7076b1f984d682c77438ecb6c58d,,
train-002030,eligible,,arithmetic_word_problem,119,le128,negative,d1,False,False,fabb6996972982b0621369491356070bb8008c899ae54a9c5375a492cb784701,,
train-002031,exclude,phase1_evaluation_id,arithmetic_word_problem,99,le128,positive,d3,False,False,735809498bf3bb85aaa6b85bb022390850cdcf813a2331a26581c97291d392f2,,
train-002032,eligible,,arithmetic_word_problem,295,257_512,positive,d2,True,False,5b30113051e12ee3e69c8d4937898cdfe2acf85ef60a2080d3a263bcc28a09b1,,
train-002033,exclude,phase1_evaluation_id,arithmetic_word_problem,65,le128,positive,d1,False,False,448723e0964ac5755b10e861d24c38cfdd7fb06f4a3e283c68b40d23371b9f67,,
train-002034,exclude,phase1_evaluation_id,arithmetic_word_problem,252,129_256,positive,d6_plus,False,True,71ea464d158a6847ff751271c12003e775f09fa71b38bbfaa983802ea79d91d2,,
train-002035,eligible,,arithmetic_word_problem,366,257_512,positive,d3,True,False,b9b227e2c2e2e2ca4e6b94b57f80e48ac7593c62a2158af240a291f01d599a86,,
train-002036,exclude,phase1_evaluation_id,algebra,601,gt512,positive,d2,False,True,e90d0a17a26cd7e14e1f4a56aefa35b4dac431a98136ae61a5683f5a5558710e,,
train-002037,exclude,phase1_evaluation_id,arithmetic_word_problem,150,129_256,positive,d1,False,False,626bfd3b420011727fa941b85a15628479f78089da348988220a19d084ac873a,,
train-002038,eligible,,arithmetic_word_problem,291,257_512,positive,d1,False,False,b146f6f62f0667caccd41558c6fb4b1d9f6c97308c631f5c757785bb17b1ecf9,,
train-002039,eligible,,arithmetic_word_problem,172,129_256,positive,d2,False,False,cca1484324ffd79cd72b92a249ec4ac95d4063471570fbd5668331045413294e,,
train-002040,eligible,,arithmetic_word_problem,131,129_256,positive,d3,False,False,1ae16eea848e888c3fbe0ec026b46189d5f00303750a2c43758f122ab5e2cd83,,
train-002041,eligible,,arithmetic_word_problem,248,129_256,positive,d2,True,False,e22eab2099a54d2203665341e3f0ddb8f365aa91f8404fd5c278a219fb4010d4,,
train-002042,eligible,,arithmetic_word_problem,206,129_256,positive,d1,False,False,6d62252a73dbee6aeb3eb3c8a0e8d8fa0c2b677f1958ab4173005c94350b1df9,,
train-002043,eligible,,arithmetic_word_problem,97,le128,positive,d1,False,False,844adfdd7f955dd6e47a8948cd56814ef2a209f4028972097f5c8052c92c2141,,
train-002044,eligible,,geometry,375,257_512,positive,d3,False,True,55cb8d48e147f643b433a64de4d6729ca47df5e11bbeaa8e67bad0f7e7adcd48,,
train-002045,eligible,,arithmetic_word_problem,191,129_256,positive,d3,True,False,d9eab2ae49fff2e6b88e656dc734b6b470e2b1a95ce10bb809560bc5b291fc41,,
train-002046,eligible,,number_theory,354,257_512,positive,d3,False,True,79bbc0f2d879277f38f5da795d712c14a8264d7b48682a6cf311b94e05dae5a7,,
train-002047,exclude,phase1_evaluation_id,arithmetic_word_problem,94,le128,positive,d2,False,False,7b7ad78a33c968c459e5b6050dc12ecd90b7fa920375994f3379087f34272ddf,,
train-002048,eligible,,arithmetic_word_problem,191,129_256,positive,d2,True,False,42f22be39ec63476fab87948c66af6511ee7350fc6f4c8be34aa8c54fd939dbd,,
train-002049,eligible,,arithmetic_word_problem,118,le128,positive,d2,True,False,af21e36fd343f1f097d89916f263d6a6a7bff4c2c422ee651641f4437e602614,,
train-002050,eligible,,arithmetic_word_problem,308,257_512,positive,d3,True,False,7c73f37ceeabceb42156e3096a94f37c029f1ee2fc15f63ef3fcb1b3ce470a74,,
train-002051,exclude,phase1_evaluation_id,arithmetic_word_problem,192,129_256,negative,d1,True,False,d10290567a3927ff450e5a5b8d8708c763da4b8c6bc5b90443168a6dad46ad2a,,
train-002052,exclude,phase1_evaluation_id,arithmetic_word_problem,350,257_512,positive,d2,True,False,a63f7acd443494b0c4d73e15ba27413685b7c58536677a83d10bb7f1bafc194e,,
train-002053,exclude,phase1_evaluation_id,arithmetic_word_problem,104,le128,positive,d2,False,False,c8e24368867ce7638638cc62865e038e485a1af24aa7e97e5d49361b952a9c83,,
train-002055,eligible,,arithmetic_word_problem,313,257_512,positive,d1,False,False,be6ddfb104e986d34907796a660ecd4bab4a0ac5ae8e16d11fcdb138d2dd3858,,
train-002056,eligible,,arithmetic_word_problem,146,129_256,positive,d2,False,False,c37a8ca98b6fbff37e87960a61ee2f79e965c979c3a7977b8f88bbd046fc9fc2,,
train-002057,eligible,,arithmetic_word_problem,124,le128,positive,d2,False,False,08310f3dd4c4d4b1810562926228ad9bed25448dfef1c3efb447a76ce4504447,,
train-002058,exclude,phase1_evaluation_id,arithmetic_word_problem,567,gt512,positive,d2,False,False,7831ac80e65f98236bb8dcf0ad5cbb9d75f27872a5ba33a6590f935584273258,,
train-002059,eligible,,geometry,176,129_256,positive,d1,False,True,f2f389a5c7d1be0822ead1362422d902cab844cd0eddf492a5d42296690e56c2,,
train-002060,eligible,,arithmetic_word_problem,110,le128,positive,d2,False,False,1c9023578250014dd118f86b92c202e9a5650ec5fd9bdb29900d715af3041dd5,,
train-002061,eligible,,geometry,290,257_512,positive,d2,True,True,0ce1742b8af9f1c3607a03dac87c067d84045ccd0ff71b85b078df3eb9b45b1f,,
train-002062,eligible,,arithmetic_word_problem,230,129_256,positive,d1,True,False,0c82148c59af6389f27f5cce7455f1999a52190c74e4b8ecc9d177e71aa33633,,
train-002063,exclude,phase1_evaluation_id,arithmetic_word_problem,234,129_256,positive,d4_5,False,False,e6df090ce974a504759f70895f39586a08482fd5278c787a47ab4391c1585851,,
train-002064,eligible,,arithmetic_word_problem,92,le128,positive,d4_5,False,False,80844b1ef640011612d9b2cfe98d6589da400623d1c8650254b3fccb37671821,,
train-002065,eligible,,arithmetic_word_problem,264,257_512,positive,d2,True,False,0ef95048c38f420f808a49a0555a4965510ee7f35604fa81216ee5290dcf7054,,
train-002066,eligible,,arithmetic_word_problem,276,257_512,positive,d1,False,False,11bd6a969a88bc4c96ad968de2d2c2f2d307c5363e0b631103bd056e5fa87a4e,,
train-002067,eligible,,arithmetic_word_problem,217,129_256,positive,d3,True,False,da20139467c8b60976bd41b527454fe380ff9d830996c5272d65632ee3bca3f2,,
train-002068,eligible,,arithmetic_word_problem,442,257_512,positive,d4_5,False,False,de4f415cbc58e79c21ac6361ddfa50dfb072e136ffe9198a1f2e3358ce3866e4,,
train-002070,exclude,phase1_evaluation_id,arithmetic_word_problem,179,129_256,positive,d3,False,False,8928c3dddf09b1c4b8b8c1887c91582e9e5b99b6814ed0cba5f6619a28018763,,
train-002071,eligible,,arithmetic_word_problem,246,129_256,positive,d1,True,False,c530d4bc944e9f2a2d51b7545b9ddaa36d38391b7fd6dc6a211753e66565eaf9,,
train-002072,exclude,phase1_evaluation_id,arithmetic_word_problem,216,129_256,positive,d1,True,False,043e7363080c18e0419642e930f95a5b0f0b5e28401af67591bb0101df4a1f98,,
train-002073,exclude,phase1_evaluation_id,arithmetic_word_problem,260,257_512,positive,d1,False,False,d0a2d30b093488235829a84d5d05124d3c08e383669b91cc5f6713a5d8656900,,
train-002074,eligible,,geometry,242,129_256,positive,d2,True,True,2db3e3faab7132ef765a17b831305226893c14cc05eca2bf959eb4ad5f9efecf,,
train-002075,eligible,,arithmetic_word_problem,352,257_512,positive,d2,True,False,fa175c27eee15cddd5b3cc2b2044311cb03638617de4a408d77e5f750411dbdb,,
train-002076,exclude,phase1_evaluation_id,algebra,97,le128,zero,d1,False,False,3ef14f33358893a229cdbb00a96823344d20069a2df3639424ad73342035b817,,
train-002077,eligible,,arithmetic_word_problem,286,257_512,positive,d2,False,False,71109ca7f713c85fe44a8e5c5339006550751884d79ce3df9aef0ee82bf36b18,,
train-002078,eligible,,algebra,153,129_256,negative,d1,False,False,816fa979f147b37d2a9c7fa2c9d556a640df2e1d58e38d37c820abf5e13e1455,,
train-002079,eligible,,arithmetic_word_problem,198,129_256,positive,d2,False,False,541c612169c74b4361ddd008f22b927c73845dda9a254d3dbeb348285abdd713,,
train-002081,exclude,phase1_evaluation_id,arithmetic_word_problem,246,129_256,positive,d3,False,False,729dda018b7988493465e20ddea4a5464024dcd2b111cb06e0e58bafaafa91a6,,
train-002082,eligible,,arithmetic_word_problem,204,129_256,positive,d4_5,True,False,7d2fa95423d57e7818831dccff8d40929cf0a6cd91ff44c0bdee1797bfb8be3c,,
train-002083,exclude,internal_template_duplicate,arithmetic_word_problem,100,le128,positive,d2,False,False,891c9804f9bd41b2b057d4fd9d779a52c48ea825b22f9dfb202f7096d22102e0,,
train-002084,eligible,,arithmetic_word_problem,282,257_512,positive,d1,False,False,21255613481a31b1d2aeaa453ba69356bc82c2daa841da0ef36815477ffe6ee0,,
train-002085,eligible,,arithmetic_word_problem,237,129_256,positive,d4_5,False,False,d1faeba8ba55b95a92a3c917280273953a14a5d6b4202e2753f45a51521d17a0,,
train-002086,eligible,,arithmetic_word_problem,223,129_256,positive,d2,False,False,0c006df70483dedba8e5d3dff98e171ca2a5ce7d34d3917114757f6c779ded81,,
train-002087,eligible,,arithmetic_word_problem,217,129_256,positive,d2,True,False,fca3b9cdcdf787e907cf92d529870347899b93a77a9347a06547b7d5ec57d9b9,,
train-002088,eligible,,arithmetic_word_problem,150,129_256,positive,d2,False,False,b4f3480854dd896e1e34d2f690b918e8aef19146010008c2728688806381dc77,,
train-002089,eligible,,geometry,202,129_256,positive,d1,False,True,7a045b7212dfe1e0c2dcc60530b5a8c821fe8ed89944dbc6d3a1452e1687fc90,,
train-002090,eligible,,arithmetic_word_problem,177,129_256,positive,d2,False,False,24eaea2d5b3d1e07270e235162fdbc11364e5499c2e4381f8c0a87ce3a6c6517,,
train-002091,exclude,phase1_evaluation_id,arithmetic_word_problem,333,257_512,negative,d1,False,False,e773d45ecbe5c567b17a613fe33cdffb3df9dfe9b6d3a79adedf819df8901d07,,
train-002092,eligible,,arithmetic_word_problem,639,gt512,positive,d2,True,True,7931f32f13dd553064e4af4cd7c6e0e7f468bd0ed82457edb9fbe4f7705b4bc4,,
train-002093,eligible,,geometry,109,le128,positive,d1,False,True,3b78d04cc3f53485783aa192711bd3ccd63b14d6c12e7aa65c171f3db13b8207,,
train-002094,eligible,,arithmetic_word_problem,170,129_256,positive,d2,False,False,709f5577c9b600482e8e125fdde459c69c288fcf8e0b2b4435a421793c34b8d2,,
train-002095,exclude,phase1_evaluation_id,arithmetic_word_problem,79,le128,positive,d1,False,False,9dd4021b9aef32882df6b43132e84c813b9d99511a7fc909ebb89e9ad3af4a83,,
train-002096,eligible,,arithmetic_word_problem,235,129_256,positive,d3,True,False,cb5551d0e70e784159d20379feb61eed7d87c2753e694493e0357bfaf5f25b4f,,
train-002097,eligible,,arithmetic_word_problem,218,129_256,positive,d3,True,False,ac720f5dccd91170eb17521394514456e8373c841f2de3fd7e5d2aeb45272822,,
train-002098,eligible,,arithmetic_word_problem,212,129_256,positive,d2,False,False,1e8e772e84dcfcc50fe61dc8e1cfc01b08cbc7918e1716a38625eb7cca319fdc,,
train-002099,eligible,,number_theory,88,le128,positive,d4_5,False,True,c14720f92772afecfeba56becf91d7651bcace0abc0559969446d176721f7cda,,
train-002100,eligible,,arithmetic_word_problem,104,le128,positive,d2,True,False,cf91b9b12cd4410a9410dd874abb353821d21796fe931ea9bf0eead06aafef03,,
train-002101,eligible,,arithmetic_word_problem,232,129_256,positive,d1,False,False,e86261f59f6bc96397d967b176532a940a640ae79cc1675d5abf6cbdbc250bed,,
train-002102,eligible,,combinatorics_probability,431,257_512,positive,d3,False,True,59a031d73a784fc3031d766769dec7628beb8a05b20d6fd3e5927a58692852a5,,
train-002103,eligible,,arithmetic_word_problem,291,257_512,positive,d2,True,False,a8b6cbbb8b4a5e45961a386b2856cb6b6dc2c2f80a0ede8d27def738fc62cb62,,
train-002104,eligible,,arithmetic_word_problem,222,129_256,positive,d2,False,False,55357c7de732a9465f3ac24acdfaee8f9a0219015c7d3a59bd73a2636314ebed,,
train-002105,eligible,,arithmetic_word_problem,248,129_256,positive,d1,True,False,7901d9de100659543b8425e3950c93fde16425bd6099c09e4fc907663cdafe16,,
train-002106,eligible,,arithmetic_word_problem,148,129_256,positive,d1,True,False,4a455a95df8cf3de9ef209af8f7092722e7003fde41cee740f4470322d3b65fd,,
train-002107,eligible,,arithmetic_word_problem,271,257_512,positive,d6_plus,True,True,f0a05e39e844457f7d9e9edde0a864e58934308575b672498b51cbca376c5f82,,
train-002108,eligible,,arithmetic_word_problem,378,257_512,positive,d2,True,False,e464e2f349772c86f6673b2495722a8e4b2ca3b15e63d3aa6a6430d4f3995518,,
train-002109,eligible,,arithmetic_word_problem,102,le128,positive,d4_5,True,False,306d4612bdd3c879a1064747f472354131e7e4015aa47b90b5ae0c816c7defe4,,
train-002110,eligible,,algebra,143,129_256,positive,d1,False,False,eafd23c301600ccc703febd8f7910bff05ed2e84687e4df4a95c818cf8023969,,
train-002111,eligible,,arithmetic_word_problem,529,gt512,positive,d2,False,False,fc6ecbeb0f9ee86be0b40e0806e07715139a2b40540ee9bd6da4846fbc94a37f,,
train-002112,eligible,,arithmetic_word_problem,82,le128,positive,d3,False,False,c79d1ce976c6f0c125cf387cf92fcc7d64f94b3de922c045e775a6921db89a42,,
train-002113,eligible,,arithmetic_word_problem,139,129_256,positive,d3,True,False,184249d38895eec857c69713e666eca97983e6c301cccaa458e4d5e9f4091991,,
train-002114,exclude,leaderboard_near_duplicate,arithmetic_word_problem,45,le128,positive,d4_5,False,False,a605dc6fcce3ab707050c9a6b18150544c0035f784e728bc64543fedd08696aa,1.0,val-000284
train-002115,eligible,,arithmetic_word_problem,118,le128,positive,d1,False,False,e0b2e23720e56abba62eb899b8c491d1351e0a13c972d086113075401a72a82b,,
train-002116,eligible,,arithmetic_word_problem,244,129_256,positive,d4_5,False,False,6f4374df280ac1d4afa12c0fe1520176264f551ca01e47e7f9c0698afd9ba854,,
train-002117,exclude,phase1_evaluation_id,arithmetic_word_problem,621,gt512,positive,d2,False,True,d171d9e7bba91f771dbd2bc6a90d18f3be6f10489f4df8c18f05fea80d86a03e,,
train-002118,eligible,,geometry,106,le128,positive,d1,False,True,5a2769f2c8cd78cf74ff74568f2ca6378e98829beaf9b3e3f9ab37a48cd6b70f,,
train-002119,eligible,,arithmetic_word_problem,346,257_512,positive,d2,True,False,14e73a6bff97f677b6458e911065f323a08494a68d0d17531b78f1cc68c319ba,,
train-002120,eligible,,arithmetic_word_problem,277,257_512,positive,d3,True,False,3f817b49d242c85f0c14f18a56cf4f2a619541c5171f9f54332eec70c9145957,,
train-002121,eligible,,arithmetic_word_problem,155,129_256,positive,d3,False,False,f2c365bd7054b3ebe5aecaf07f490188ef0d130623110b9828c85a3f9947809b,,
train-002122,eligible,,arithmetic_word_problem,182,129_256,positive,d2,False,False,87e3ef93720bf77d228d4803a7392961c8a497594ef847f529e58000601737bf,,
